id,lexeme,translation,note,source,license
koennen:5,koennen,форма настоящего времени третьего лица множественного числа изъявительного наклонения глагола können,,kaikki-ru,CC BY-SA 4.0
anrufen:1,anrufen,окликать,,kaikki-ru,CC BY-SA 4.0
anrufen:2,anrufen,"вызывать, звонить (по телефону) (кому-л.)",,kaikki-ru,CC BY-SA 4.0
anrufen:3,anrufen,высок. (um A) взывать (о чём-л.),,kaikki-ru,CC BY-SA 4.0
hinten:1,hinten,"позади, сзади",,kaikki-ru,CC BY-SA 4.0
ueberweisen:1,ueberweisen,"передавать, направлять (кого-л., что-л. куда-л.)",,kaikki-ru,CC BY-SA 4.0
ueberweisen:2,ueberweisen,переводить (деньги),,kaikki-ru,CC BY-SA 4.0
unterschreiben:1,unterschreiben,"подписывать (что-л.), подписываться, ставить подпись (под чем-л.)",,kaikki-ru,CC BY-SA 4.0
unterschreiben:2,unterschreiben,"перен. подписываться (под чем-л.), одобрять (что-л.); расписываться (в чём-л.)",,kaikki-ru,CC BY-SA 4.0
unterschreiben:3,unterschreiben,форма настоящего времени первого лица множественного числа изъявительного наклонения глагола unterschreiben,,kaikki-ru,CC BY-SA 4.0
unterschreiben:4,unterschreiben,форма настоящего времени третьего лица множественного числа изъявительного наклонения глагола unterschreiben,,kaikki-ru,CC BY-SA 4.0
mieten:1,mieten,"снимать, нанимать, арендовать, брать в аренду (что-л.); брать напрокат (что-л.); фрахтовать",,kaikki-ru,CC BY-SA 4.0
mieten:2,mieten,"нанимать (работника, батрака)",,kaikki-ru,CC BY-SA 4.0
mieten:3,mieten,"помогать, оказывать помощь (кому-л.)",,kaikki-ru,CC BY-SA 4.0
scheinen:1,scheinen,"светить, сиять",,kaikki-ru,CC BY-SA 4.0
scheinen:2,scheinen,"казаться, иметь вид; производить впечатление",,kaikki-ru,CC BY-SA 4.0
scheinen:3,scheinen,форма настоящего времени первого лица множественного числа изъявительного наклонения глагола scheinen,,kaikki-ru,CC BY-SA 4.0
scheinen:4,scheinen,форма настоящего времени третьего лица множественного числа изъявительного наклонения глагола scheinen,,kaikki-ru,CC BY-SA 4.0
ausweis:1,ausweis,"удостоверение (личности); (личный) документ, пропуск",,kaikki-ru,CC BY-SA 4.0
ausweis:2,ausweis,"свидетельство, доказательство, данные",,kaikki-ru,CC BY-SA 4.0
ausweis:3,ausweis,(публичный) финансовый отчёт; отчётная ведомость; баланс,,kaikki-ru,CC BY-SA 4.0
automat:1,automat,автомат,,kaikki-ru,CC BY-SA 4.0
kaputt:1,kaputt,"разг. разбитый, испорченный, сломанный, разорванный; дефектный; пропавший; погибший",,kaikki-ru,CC BY-SA 4.0
kaputt:2,kaputt,"разг. разбитый, усталый, уставший, измождённый, измотанный",,kaikki-ru,CC BY-SA 4.0
kaputt:3,kaputt,разг. обанкротившийся,,kaikki-ru,CC BY-SA 4.0
auslaendisch:1,auslaendisch,"иностранный, заграничный; экзотический",,kaikki-ru,CC BY-SA 4.0
aussteigen:1,aussteigen,"выходить, сходить, высаживаться; вылезать (разг.) (из вагона и т. п.)",,kaikki-ru,CC BY-SA 4.0
aussteigen:2,aussteigen,форма настоящего времени первого лица множественного числа изъявительного наклонения глагола aussteigen,,kaikki-ru,CC BY-SA 4.0
aussteigen:3,aussteigen,форма настоящего времени третьего лица множественного числа изъявительного наклонения глагола aussteigen,,kaikki-ru,CC BY-SA 4.0
familienstand:1,familienstand,семейное положение,,kaikki-ru,CC BY-SA 4.0
feiern:1,feiern,"праздновать, справлять, отмечать (праздник, торжество)",,kaikki-ru,CC BY-SA 4.0
feiern:2,feiern,чествовать; прославлять,,kaikki-ru,CC BY-SA 4.0
besser:1,besser,"лучший, более хороший сравн. ст. к прил. gut",,kaikki-ru,CC BY-SA 4.0
besser:2,besser,"получше, побольше, посильнее (выше обычного, среднего уровня)",,kaikki-ru,CC BY-SA 4.0
besser-adv:1,besser-adv,лучше,,kaikki-ru,CC BY-SA 4.0
selbststaendig:1,selbststaendig,самостоятельный; независимый,,kaikki-ru,CC BY-SA 4.0
arbeitsplatz:1,arbeitsplatz,рабочее место,,kaikki-ru,CC BY-SA 4.0
glueckwunsch:1,glueckwunsch,поздравление,,kaikki-ru,CC BY-SA 4.0
kulturell:1,kulturell,культурный,,kaikki-ru,CC BY-SA 4.0
vermieter:1,vermieter,"сдающий внаём, домовладелец; наймодатель",,kaikki-ru,CC BY-SA 4.0
zurzeit:1,zurzeit,в настоящий момент,,kaikki-ru,CC BY-SA 4.0
mitkommen:1,mitkommen,"приходить, прибывать, идти вместе (с кем-л.); сопровождать (кого-л.)",,kaikki-ru,CC BY-SA 4.0
mitkommen:2,mitkommen,"разг. успевать, поспевать, не отставать",,kaikki-ru,CC BY-SA 4.0
mitkommen:3,mitkommen,форма настоящего времени первого лица множественного числа изъявительного наклонения глагола mitkommen,,kaikki-ru,CC BY-SA 4.0
mitkommen:4,mitkommen,форма настоящего времени третьего лица множественного числа изъявительного наклонения глагола mitkommen,,kaikki-ru,CC BY-SA 4.0
mitmachen:1,mitmachen,"участвовать, принимать участие (в чём-л.)",,kaikki-ru,CC BY-SA 4.0
mitmachen:2,mitmachen,"переживать, испытывать",,kaikki-ru,CC BY-SA 4.0
mitnehmen:1,mitnehmen,"брать (забирать, уносить, захватывать) с собой",,kaikki-ru,CC BY-SA 4.0
mitnehmen:2,mitnehmen,брать вместе с кем-л.,,kaikki-ru,CC BY-SA 4.0
mitnehmen:3,mitnehmen,украсть,,kaikki-ru,CC BY-SA 4.0
mitnehmen:4,mitnehmen,"захватить (что-л.), завладеть (чем-л.)",,kaikki-ru,CC BY-SA 4.0
mitnehmen:5,mitnehmen,"принимать (что-л.), мириться (с чем-л.)",,kaikki-ru,CC BY-SA 4.0
mitnehmen:6,mitnehmen,"обессиливать, расстраивать здоровье, изнурять, отрицательно отражаться",,kaikki-ru,CC BY-SA 4.0
mitnehmen:7,mitnehmen,форма настоящего времени первого лица множественного числа изъявительного наклонения глагола mitnehmen,,kaikki-ru,CC BY-SA 4.0
mitnehmen:8,mitnehmen,форма настоящего времени третьего лица множественного числа изъявительного наклонения глагола mitnehmen,,kaikki-ru,CC BY-SA 4.0
moegen:1,moegen,"любить, чувствовать расположение к кому-л., к чему-л.",,kaikki-ru,CC BY-SA 4.0
moegen:2,moegen,"служит формой вежливости для выражения просьбы, желания, предложения",,kaikki-ru,CC BY-SA 4.0
moegen:3,moegen,выражает пожелание,,kaikki-ru,CC BY-SA 4.0
moegen:4,moegen,"выражает позволение, иногда предостережение и угрозу",,kaikki-ru,CC BY-SA 4.0
moegen:5,moegen,"имеет уступительное значение; при переводе на русский язык предложение начинается словами пусть, что бы... ни, кто бы... ни, где бы... ни, как бы... ни и т. п.",,kaikki-ru,CC BY-SA 4.0
moegen:6,moegen,"выражает допущение какой-л. возможности, неуверенное предположение",,kaikki-ru,CC BY-SA 4.0
moegen:7,moegen,"устар., поэт. мочь",,kaikki-ru,CC BY-SA 4.0
zufrieden:1,zufrieden,"довольный, удовлетворённый (mit D чем-л.)",,kaikki-ru,CC BY-SA 4.0
eilig:1,eilig,"спешный, срочный",,kaikki-ru,CC BY-SA 4.0
einkaufen:1,einkaufen,"покупать, закупать, делать покупки",,kaikki-ru,CC BY-SA 4.0
einkaufen:2,einkaufen,sich ~ приобрести место (где-л.) (право на что-л.) путём внесения денежной суммы,,kaikki-ru,CC BY-SA 4.0
einsteigen:1,einsteigen,"входить, садиться (в вагон, лодку и т. п.)",,kaikki-ru,CC BY-SA 4.0
einsteigen:2,einsteigen,"разг. вступить, войти (в дело)",,kaikki-ru,CC BY-SA 4.0
einsteigen:3,einsteigen,горн. спускаться в шахту,,kaikki-ru,CC BY-SA 4.0
einsteigen:4,einsteigen,форма настоящего времени первого лица множественного числа изъявительного наклонения глагола einsteigen,,kaikki-ru,CC BY-SA 4.0
einsteigen:5,einsteigen,форма настоящего времени третьего лица множественного числа изъявительного наклонения глагола einsteigen,,kaikki-ru,CC BY-SA 4.0
entschuldigen:1,entschuldigen,"(wegen G) извинять, прощать (за что-л.)",,kaikki-ru,CC BY-SA 4.0
entschuldigen:2,entschuldigen,(bei j-m wegen G) (sich) извиняться (перед кем-л. за что-л.); оправдываться,,kaikki-ru,CC BY-SA 4.0
gratulieren:1,gratulieren,(j-m zu D) поздравлять (кого-л. с чем-л.),,kaikki-ru,CC BY-SA 4.0
grosseltern:1,grosseltern,дедушка и бабушка,,kaikki-ru,CC BY-SA 4.0
naechst-adj:1,naechst-adj,"самый близкий, ближайший, ближний; кратчайший",,kaikki-ru,CC BY-SA 4.0
naechst-adj:2,naechst-adj,"следующий, очередной",,kaikki-ru,CC BY-SA 4.0
naechst:1,naechst,"возле, подле, близ",,kaikki-ru,CC BY-SA 4.0
naechst:2,naechst,"после, вслед за; наряду с",,kaikki-ru,CC BY-SA 4.0
reparieren:1,reparieren,"чинить, ремонтировать, исправлять; восстанавливать",,kaikki-ru,CC BY-SA 4.0
schicken:1,schicken,"посылать, отправлять",,kaikki-ru,CC BY-SA 4.0
schicken:2,schicken,направлять,,kaikki-ru,CC BY-SA 4.0
schwimmbad:1,schwimmbad,плавательный бассейн,,kaikki-ru,CC BY-SA 4.0
verheiratet-adj:1,verheiratet-adj,(сокр. verh.) женатый; замужняя,,kaikki-ru,CC BY-SA 4.0
woher:1,woher,откуда,,kaikki-ru,CC BY-SA 4.0
letzt-adj:1,letzt-adj,последний,,kaikki-ru,CC BY-SA 4.0
buchstabieren:1,buchstabieren,читать по складам; разбирать (называть) по буквам,,kaikki-ru,CC BY-SA 4.0
empfaenger:1,empfaenger,получатель; адресат,,kaikki-ru,CC BY-SA 4.0
empfaenger:2,empfaenger,приёмщик,,kaikki-ru,CC BY-SA 4.0
empfaenger:3,empfaenger,"приёмник, радиоприёмник",,kaikki-ru,CC BY-SA 4.0
empfaenger:4,empfaenger,мед. реципиент,,kaikki-ru,CC BY-SA 4.0
vermieten:1,vermieten,сдавать внаём; отдавать напрокат,,kaikki-ru,CC BY-SA 4.0
vermieten:2,vermieten,sich ~ наниматься,,kaikki-ru,CC BY-SA 4.0
anklicken:1,anklicken,комп. щёлкнуть мышью (на чём-либо); кликнуть мышью,,kaikki-ru,CC BY-SA 4.0
ausfuellen:1,ausfuellen,"наполнить, заполнять",,kaikki-ru,CC BY-SA 4.0
prospekt:1,prospekt,"вид, перспектива",,kaikki-ru,CC BY-SA 4.0
prospekt:2,prospekt,"план (улиц, площадей, строений)",,kaikki-ru,CC BY-SA 4.0
prospekt:3,prospekt,театр. фон сцены,,kaikki-ru,CC BY-SA 4.0
prospekt:4,prospekt,"проспект (прейскурант, рекламное объявление и т. п.)",,kaikki-ru,CC BY-SA 4.0
prospekt:5,prospekt,проспект (улица),,kaikki-ru,CC BY-SA 4.0
kiosk:1,kiosk,киоск,,kaikki-ru,CC BY-SA 4.0
kiosk:2,kiosk,беседка,,kaikki-ru,CC BY-SA 4.0
absender:1,absender,отправитель; адрес отправителя (на конверте),,kaikki-ru,CC BY-SA 4.0
anruf:1,anruf,"оклик, зов",,kaikki-ru,CC BY-SA 4.0
anruf:2,anruf,"вызов, звонок (по телефону)",,kaikki-ru,CC BY-SA 4.0
formular:1,formular,"формуляр, бланк",,kaikki-ru,CC BY-SA 4.0
lokal:1,lokal,помещение,,kaikki-ru,CC BY-SA 4.0
lokal:2,lokal,"ресторан, кафе, закусочная; трактир; винный погребок",,kaikki-ru,CC BY-SA 4.0
geburtsjahr:1,geburtsjahr,год рождения,,kaikki-ru,CC BY-SA 4.0
ansage:1,ansage,"объявление, оповещение, извещение; предупреждение (о чём-л.)",,kaikki-ru,CC BY-SA 4.0
ansage:2,ansage,конферанс; объявление передачи; дикторский текст,,kaikki-ru,CC BY-SA 4.0
ansage:3,ansage,объявление игры (масти),,kaikki-ru,CC BY-SA 4.0
ansage:4,ansage,диктовка (письма машинистке),,kaikki-ru,CC BY-SA 4.0
doppelzimmer:1,doppelzimmer,двухместный номер,,kaikki-ru,CC BY-SA 4.0
partnerin:1,partnerin,партнёрша,,kaikki-ru,CC BY-SA 4.0
ticket:1,ticket,билет,,kaikki-ru,CC BY-SA 4.0
ticket:2,ticket,"наборная карта, талон в столовой, на котором указывается (проколом) стоимость купленных блюд и напитков",,kaikki-ru,CC BY-SA 4.0
anmeldung:5,anmeldung,регистрация,,рука,своё
anruf:3,anruf,звонок,,рука,своё
bett:2,bett,кровать,,рука,своё
bild:3,bild,картина,,рука,своё
blick:3,blick,вид,,рука,своё
dank:1,dank,благодарность,danke,рука,своё
dusche:3,dusche,душ,перевод может стать проблемой обратный),рука,своё
einzelzimmer:1,einzelzimmer,студия,,рука,своё
erwachsene:1,erwachsene,взрослый,,рука,своё
essen-noun:6,essen-noun,еда,,рука,своё
gleis:3,gleis,платформа,,рука,своё
groesse:3,groesse,размер,,рука,своё
hausfrau:2,hausfrau,домохощяйка,,рука,своё
herd:7,herd,плита,,рука,своё
job:1,job,работа,,рука,своё
kuehlschrank:2,kuehlschrank,холодильник,,рука,своё
laden:1,laden,"лавка, магазин",,рука,своё
lkw:1,lkw,грузовик,,рука,своё
lokal:3,lokal,место,,рука,своё
miete:8,miete,квартплата,,рука,своё
oel:4,oel,растительное масло,,рука,своё
ort:8,ort,место (населенный пункт),,рука,своё
pass:1,pass,паспорт,,рука,своё
pommes:1,pommes,картошка фри,,рука,своё
postleitzahl:2,postleitzahl,почтовый индекс,,рука,своё
praxis:3,praxis,клиника,,рука,своё
rechnung:3,rechnung,чек,,рука,своё
reisebuero:1,reisebuero,турагенство,,рука,своё
rezeption:5,rezeption,приемная,,рука,своё
schalter:3,schalter,окно №,,рука,своё
schild:9,schild,значок,,рука,своё
schluss:6,schluss,окончание,,рука,своё
sofa:2,sofa,диван,,рука,своё
taxi:1,taxi,такси,,рука,своё
verkaeufer:2,verkaeufer,продавец,,рука,своё
vermieter:2,vermieter,арендодатель,,рука,своё
wohnung:2,wohnung,квартира,,рука,своё
bahnsteig:2,bahnsteig,платформа,,рука,своё
hausfrau:3,hausfrau,домохозяйка,,рука,своё
laden:7,laden,магазин,,рука,своё
reisebuero:2,reisebuero,турагентство,,рука,своё
schwimmbad:2,schwimmbad,бассейн,,рука,своё
essen:4,essen,кушать,,рука,своё
ausfuellen:2,ausfuellen,заполнить,,рука,своё
ausmachen:6,ausmachen,выключить,,рука,своё
brauchen:5,brauchen,нуждаться,,рука,своё
buchstabieren:2,buchstabieren,прогрваривать по буквам,,рука,своё
drucken:2,drucken,печатать,,рука,своё
druecken:7,druecken,нажимать,,рука,своё
duerfen:7,duerfen,разрешается,,рука,своё
enden:3,enden,заканчивать,,рука,своё
fahren:12,fahren,ехать,под вопросом,рука,своё
fehlen:5,fehlen,ошибаться,,рука,своё
holen:1,holen,нести,,рука,своё
mieten:4,mieten,арендовать,,рука,своё
moegen:8,moegen,нравиться,,рука,своё
riechen:7,riechen,чуять запах,,рука,своё
schwimmen:3,schwimmen,плавать,,рука,своё
sollen:7,sollen,следует,,рука,своё
telefonieren:2,telefonieren,говорить по телефону,"«телефонировать» и «окликать» — не то, чем эти слова пользуются; разведены, чтобы не совпасть друг с другом",рука,своё
anrufen:4,anrufen,звонить,"«телефонировать» и «окликать» — не то, чем эти слова пользуются; разведены, чтобы не совпасть друг с другом",рука,своё
spiegel:1,spiegel,зеркало,,kaikki-ru,CC BY-SA 4.0
spiegel:2,spiegel,гидрол. зеркало (водоёма),,kaikki-ru,CC BY-SA 4.0
markt:1,markt,"рынок во всех значениях, торг",,kaikki-ru,CC BY-SA 4.0
markt:2,markt,торжище,,kaikki-ru,CC BY-SA 4.0
schnee:1,schnee,метеорол. снег,,kaikki-ru,CC BY-SA 4.0
schnee:2,schnee,"перен., жарг., разг. «снежок», наркотик в виде белого порошка, кокаин, героин",,kaikki-ru,CC BY-SA 4.0
schnee:3,schnee,перен. помехи,,kaikki-ru,CC BY-SA 4.0
schnee:4,schnee,сокращение от Eischnee,,kaikki-ru,CC BY-SA 4.0
schiff:1,schiff,"судно, корабль",,kaikki-ru,CC BY-SA 4.0
schiff:2,schiff,"архит. неф, корабль.",,kaikki-ru,CC BY-SA 4.0
boden:1,boden,"земля, грунт, почва",,kaikki-ru,CC BY-SA 4.0
boden:2,boden,пол (тж. Fußboden),,kaikki-ru,CC BY-SA 4.0
boden:3,boden,дно (ср. Meeresboden),,kaikki-ru,CC BY-SA 4.0
boden:4,boden,днище (ср. Faßboden),,kaikki-ru,CC BY-SA 4.0
boden:5,boden,регион. чердак (упрощ. от Dachboden),,kaikki-ru,CC BY-SA 4.0
herz:1,herz,анат. сердце,,kaikki-ru,CC BY-SA 4.0
herz:2,herz,"изображение, символ сердца",,kaikki-ru,CC BY-SA 4.0
herz:3,herz,"фигура, объект, предмет в форме сердца",,kaikki-ru,CC BY-SA 4.0
herz:4,herz,гастрон. сердце животных как пища,,kaikki-ru,CC BY-SA 4.0
herz:5,herz,"перен. сердце, душа, любовь; тж. как обращение",,kaikki-ru,CC BY-SA 4.0
herz:6,herz,"перен. сердце, центр",,kaikki-ru,CC BY-SA 4.0
herz:7,herz,"карт. черви, червы (масть)",,kaikki-ru,CC BY-SA 4.0
herz:8,herz,ботан. сердцевина,,kaikki-ru,CC BY-SA 4.0
wolke:1,wolke,"облако, туча",,kaikki-ru,CC BY-SA 4.0
finger:1,finger,"палец на руке, перст",,kaikki-ru,CC BY-SA 4.0
finger:2,finger,"техн. палец, кулачок, штифт",,kaikki-ru,CC BY-SA 4.0
winter:1,winter,зима,,kaikki-ru,CC BY-SA 4.0
wechselgeld:1,wechselgeld,размена о деньгах,,kaikki-ru,CC BY-SA 4.0
wechselgeld:2,wechselgeld,разг. сдача о деньгах,,kaikki-ru,CC BY-SA 4.0
krankheit:1,krankheit,"болезнь, заболевание, недуг",,kaikki-ru,CC BY-SA 4.0
gesundheit:1,gesundheit,здоровье,,kaikki-ru,CC BY-SA 4.0
gesundheit:2,gesundheit,будь(те) здоров(a/ы)!,,kaikki-ru,CC BY-SA 4.0
apotheke:1,apotheke,аптека,,kaikki-ru,CC BY-SA 4.0
sommer:1,sommer,лето,,kaikki-ru,CC BY-SA 4.0
fruehling:1,fruehling,весна,,kaikki-ru,CC BY-SA 4.0
museum:1,museum,музей,,kaikki-ru,CC BY-SA 4.0
abendessen:1,abendessen,ужин,,kaikki-ru,CC BY-SA 4.0
badezimmer:1,badezimmer,ванная комната; ванная,,kaikki-ru,CC BY-SA 4.0
bargeld:1,bargeld,наличные деньги,,kaikki-ru,CC BY-SA 4.0
ampel:1,ampel,висячая лампа,,kaikki-ru,CC BY-SA 4.0
ampel:2,ampel,светофор,,kaikki-ru,CC BY-SA 4.0
ampel:3,ampel,подвесная ваза (для цветов),,kaikki-ru,CC BY-SA 4.0
blut:1,blut,"кровь (мн. ч. только в спец. литературе, разг. только ед. ч.)",,kaikki-ru,CC BY-SA 4.0
blut:2,blut,устар. человек,,kaikki-ru,CC BY-SA 4.0
blut:3,blut,"устар. происхождение, род",,kaikki-ru,CC BY-SA 4.0
blut:4,blut,"темперамент, нрав, характер; склад души",,kaikki-ru,CC BY-SA 4.0
antrag:1,antrag,"предложение; требование; заявление, ходатайство",,kaikki-ru,CC BY-SA 4.0
antrag:2,antrag,экон. оферт (оферта),,kaikki-ru,CC BY-SA 4.0
antrag:3,antrag,предложение (о браке),,kaikki-ru,CC BY-SA 4.0
feiertag:1,feiertag,праздник,,kaikki-ru,CC BY-SA 4.0
feiertag:2,feiertag,"выходной день; нерабочий день, день отдыха",,kaikki-ru,CC BY-SA 4.0
decke:1,decke,"покров, покрытие",,kaikki-ru,CC BY-SA 4.0
decke:2,decke,"одеяло, покрывало; плед",,kaikki-ru,CC BY-SA 4.0
decke:3,decke,скатерть,,kaikki-ru,CC BY-SA 4.0
decke:4,decke,потолок,,kaikki-ru,CC BY-SA 4.0
gramm:1,gramm,грамм,,kaikki-ru,CC BY-SA 4.0
hals:1,hals,шея,,kaikki-ru,CC BY-SA 4.0
hals:2,hals,"горло, глотка",,kaikki-ru,CC BY-SA 4.0
hals:3,hals,горлышко (бутылки),,kaikki-ru,CC BY-SA 4.0
grippe:1,grippe,грипп,,kaikki-ru,CC BY-SA 4.0
haut:1,haut,анат. кожа,,kaikki-ru,CC BY-SA 4.0
haut:2,haut,"кожа (материал), шкура",,kaikki-ru,CC BY-SA 4.0
haut:3,haut,"плёнка, пенка (на жидкостях)",,kaikki-ru,CC BY-SA 4.0
haut:4,haut,"оболочка; обшивка; кожица, шкурка, кожура",,kaikki-ru,CC BY-SA 4.0
haut:5,haut,перен. жизнь; шкура; живот; голова,,kaikki-ru,CC BY-SA 4.0
jahreszeit:1,jahreszeit,время года,,kaikki-ru,CC BY-SA 4.0
herbst:1,herbst,осень,,kaikki-ru,CC BY-SA 4.0
keller:1,keller,"погреб, подвал",,kaikki-ru,CC BY-SA 4.0
keller:2,keller,"воен., сокр. от Luftschutzkeller: бомбоубежище (подвального типа)",,kaikki-ru,CC BY-SA 4.0
keller:3,keller,"информ. то же, что стек; структура данных",,kaikki-ru,CC BY-SA 4.0
nachbar:1,nachbar,сосед,,kaikki-ru,CC BY-SA 4.0
nachbar:2,nachbar,"в качестве приставки «Nachbar-»: соседний, соседский; в качестве приставки «Nachbars-»: соседский",,kaikki-ru,CC BY-SA 4.0
nachbarin:1,nachbarin,соседка,,kaikki-ru,CC BY-SA 4.0
nachmittag:1,nachmittag,послеобеденное время,,kaikki-ru,CC BY-SA 4.0
nachmittag:2,nachmittag,"пополудни, время после полудня, вторая половина дня, после полудня",,kaikki-ru,CC BY-SA 4.0
nacht:1,nacht,ночь,,kaikki-ru,CC BY-SA 4.0
nacht:2,nacht,"перен. тьма, темнота, мрак",,kaikki-ru,CC BY-SA 4.0
kilo:1,kilo,разг. кило,,kaikki-ru,CC BY-SA 4.0
liter:1,liter,литр,,kaikki-ru,CC BY-SA 4.0
nase:1,nase,анат. нос,,kaikki-ru,CC BY-SA 4.0
nase:2,nase,"чутьё, нюх, обоняние",,kaikki-ru,CC BY-SA 4.0
nase:3,nase,"носовая (передняя) часть, нос (судна, самолёта и т. п.)",,kaikki-ru,CC BY-SA 4.0
nase:4,nase,"предмет, объект похожий на нос",,kaikki-ru,CC BY-SA 4.0
nase:5,nase,ихтиол. обыкновенный подуст (Chondrostoma nasus),,kaikki-ru,CC BY-SA 4.0
knie:1,knie,анат. колено,,kaikki-ru,CC BY-SA 4.0
knie:2,knie,перен. колено (часть одежды),,kaikki-ru,CC BY-SA 4.0
knie:3,knie,"изгиб (реки, дороги и т. п.), лука́",,kaikki-ru,CC BY-SA 4.0
knie:4,knie,техн. колено (трубы),,kaikki-ru,CC BY-SA 4.0
medikament:1,medikament,"мед., фарм. медикамент, лекарство",,kaikki-ru,CC BY-SA 4.0
ohr:1,ohr,"анат. ухо, ушная раковина",,kaikki-ru,CC BY-SA 4.0
ohr:2,ohr,слух,,kaikki-ru,CC BY-SA 4.0
ohr:3,ohr,"техн. ушко, глазок, проушина, серьга",,kaikki-ru,CC BY-SA 4.0
ohr:4,ohr,загнутый угол страницы,,kaikki-ru,CC BY-SA 4.0
onkel:1,onkel,дядя (брат отца или матери),,kaikki-ru,CC BY-SA 4.0
krankenhaus:1,krankenhaus,мед. больница; лечебница,,kaikki-ru,CC BY-SA 4.0
mittag:1,mittag,полдень,,kaikki-ru,CC BY-SA 4.0
mittag:2,mittag,"юг, полуденные страны",,kaikki-ru,CC BY-SA 4.0
mittag:3,mittag,обед; обеденный перерыв,,kaikki-ru,CC BY-SA 4.0
mittagessen:1,mittagessen,обед (еда),,kaikki-ru,CC BY-SA 4.0
regal:1,regal,шкаф полка для книг,,kaikki-ru,CC BY-SA 4.0
motorrad:1,motorrad,мотоцикл,,kaikki-ru,CC BY-SA 4.0
schein:1,schein,"свет, сияние; мерцание; блеск (металла и т. п.)",,kaikki-ru,CC BY-SA 4.0
schein:2,schein,"внешность, внешний вид",,kaikki-ru,CC BY-SA 4.0
schein:3,schein,видимость,,kaikki-ru,CC BY-SA 4.0
schein:4,schein,"свидетельство, удостоверение",,kaikki-ru,CC BY-SA 4.0
schein:5,schein,"расписка, квитанция",,kaikki-ru,CC BY-SA 4.0
schein:6,schein,"сокр. от Geldschein; купюра, банкнота",,kaikki-ru,CC BY-SA 4.0
tante:1,tante,"тётя, тётка (родственница)",,kaikki-ru,CC BY-SA 4.0
tante:2,tante,тётя (незнакомая женщина),,kaikki-ru,CC BY-SA 4.0
tante:3,tante,"разг. баба, девка",,kaikki-ru,CC BY-SA 4.0
richtung:1,richtung,"направление, курс",,kaikki-ru,CC BY-SA 4.0
richtung:2,richtung,"направление, течение (в искусстве, политике и т. п.)",,kaikki-ru,CC BY-SA 4.0
richtung:3,richtung,воен. равнение,,kaikki-ru,CC BY-SA 4.0
richtung:4,richtung,выравнивание,,kaikki-ru,CC BY-SA 4.0
schlafzimmer:1,schlafzimmer,спальня,,kaikki-ru,CC BY-SA 4.0
temperatur:1,temperatur,физ. температура,,kaikki-ru,CC BY-SA 4.0
temperatur:2,temperatur,"мед., разг. температура, жар",,kaikki-ru,CC BY-SA 4.0
schmerz:1,schmerz,физиол. боль,,kaikki-ru,CC BY-SA 4.0
schmerz:2,schmerz,"перен. скорбь, горе, печаль",,kaikki-ru,CC BY-SA 4.0
schokolade:1,schokolade,шоколад,,kaikki-ru,CC BY-SA 4.0
wand:1,wand,стена,,kaikki-ru,CC BY-SA 4.0
zahn:1,zahn,анат. зуб,,kaikki-ru,CC BY-SA 4.0
zahn:2,zahn,"техн. зуб, зубец (механизма, режущего инструмента, шестерни и т. п.)",,kaikki-ru,CC BY-SA 4.0
zahn:3,zahn,"зубец (напр., у почтовой марки); выступ, зубчатая часть",,kaikki-ru,CC BY-SA 4.0
zahn:4,zahn,разг. высокая скорость,,kaikki-ru,CC BY-SA 4.0
zahn:5,zahn,"разг., устар. девушка, молоденькая женщина",,kaikki-ru,CC BY-SA 4.0
wochenende:1,wochenende,"выходные, уик-энд, конец недели",,kaikki-ru,CC BY-SA 4.0
wohnzimmer:1,wohnzimmer,жилая комната,,kaikki-ru,CC BY-SA 4.0
wohnzimmer:2,wohnzimmer,гостиная,,kaikki-ru,CC BY-SA 4.0
wurst:1,wurst,колбаса,,kaikki-ru,CC BY-SA 4.0
wurst:2,wurst,техн. цилиндрическая фашина,,kaikki-ru,CC BY-SA 4.0
zucker:1,zucker,сахар,,kaikki-ru,CC BY-SA 4.0
zucker:2,zucker,"хим. сахар, углевод, сахариды",,kaikki-ru,CC BY-SA 4.0
zucker:3,zucker,разг. ед. ч. (сахарный) диабет (сокр. от Zuckerkrankheit),,kaikki-ru,CC BY-SA 4.0
zucker:4,zucker,"мед.жарг. ед. ч. содержание, уровень сахара (глюкозы) в крови (сокр. от Blutzuckerspiegel)",,kaikki-ru,CC BY-SA 4.0
vormittag:1,vormittag,"дополуденное время, первая половина дня, до обеда",,kaikki-ru,CC BY-SA 4.0
supermarkt:1,supermarkt,супермаркет,,kaikki-ru,CC BY-SA 4.0
suppe:1,suppe,"гастрон. суп, похлёбка",,kaikki-ru,CC BY-SA 4.0
suppe:2,suppe,"разг. жижа, слякоть, месиво",,kaikki-ru,CC BY-SA 4.0
suppe:3,suppe,"разг. густой туман, молоко",,kaikki-ru,CC BY-SA 4.0
bruecke:1,bruecke,мост,,kaikki-ru,CC BY-SA 4.0
buero:1,buero,"бюро, офис, рабочее место",,kaikki-ru,CC BY-SA 4.0
gebuehr:1,gebuehr,"плата, взнос",,kaikki-ru,CC BY-SA 4.0
erkaeltung:1,erkaeltung,мед. простуда,,kaikki-ru,CC BY-SA 4.0
muenze:1,muenze,монета,,kaikki-ru,CC BY-SA 4.0
muenze:2,muenze,медаль,,kaikki-ru,CC BY-SA 4.0
