id,lexeme,translation,note,source,license
kopf:6,kopf,заголовок; шапка (текста),,kaikki-ru,CC BY-SA 4.0
kopf:7,kopf,верхняя или передняя часть чего-либо,,kaikki-ru,CC BY-SA 4.0
kopf:8,kopf,"голова, ум (тж. о самом человеке); память",,kaikki-ru,CC BY-SA 4.0
kopf:9,kopf,"голова, душа, человек (как единица учёта, счёта, при расчёте и т. п.)",,kaikki-ru,CC BY-SA 4.0
miete:1,miete,наём; прокат; съём,,kaikki-ru,CC BY-SA 4.0
miete:2,miete,плата за наём [за прокат]; квартирная [арендная] плата,,kaikki-ru,CC BY-SA 4.0
miete:3,miete,"помещение, сдаваемое внаём, квартира",,kaikki-ru,CC BY-SA 4.0
miete:4,miete,абонемент (театральный),,kaikki-ru,CC BY-SA 4.0
miete:5,miete,"с.-х. скирда, стог",,kaikki-ru,CC BY-SA 4.0
miete:6,miete,"бурт, кагат",,kaikki-ru,CC BY-SA 4.0
miete:7,miete,диал. клещ,,kaikki-ru,CC BY-SA 4.0
oma:1,oma,разг. бабушка,,kaikki-ru,CC BY-SA 4.0
oma:2,oma,"разг., часто шутл. или неодобр. бабка, старуха",,kaikki-ru,CC BY-SA 4.0
oma:3,oma,"фам. баба, старуха, тётка (о взрослой женщине)",,kaikki-ru,CC BY-SA 4.0
mitte:1,mitte,середина,,kaikki-ru,CC BY-SA 4.0
rad:1,rad,колесо,,kaikki-ru,CC BY-SA 4.0
rad:2,rad,"техн. зубчатое колесо; шестерня; ротор, диск",,kaikki-ru,CC BY-SA 4.0
rad:3,rad,"разг., сокр. от Fahrrad; велосипед",,kaikki-ru,CC BY-SA 4.0
rad:4,rad,истор. колесо (орудие казни); колесование,,kaikki-ru,CC BY-SA 4.0
rad:5,rad,спорт. колесо (элемент в гимнастике),,kaikki-ru,CC BY-SA 4.0
rad:6,rad,веерообразный хвост птицы,,kaikki-ru,CC BY-SA 4.0
rad:7,rad,спец. рад (внесистемная единица поглощённой дозы ионизированного излучения),,kaikki-ru,CC BY-SA 4.0
ordnung:1,ordnung,порядок,,kaikki-ru,CC BY-SA 4.0
ordnung:2,ordnung,"упорядочение, наведение порядка, приведение в порядок, урегулирование, систематизация",,kaikki-ru,CC BY-SA 4.0
ordnung:3,ordnung,"общественный строй, устройство",,kaikki-ru,CC BY-SA 4.0
ordnung:4,ordnung,"воен. построение, строй",,kaikki-ru,CC BY-SA 4.0
ordnung:5,ordnung,"устав, положение, правила, порядок",,kaikki-ru,CC BY-SA 4.0
ordnung:6,ordnung,архит. ордер,,kaikki-ru,CC BY-SA 4.0
ordnung:7,ordnung,порядок (следования),,kaikki-ru,CC BY-SA 4.0
raum:1,raum,пространство,,kaikki-ru,CC BY-SA 4.0
raum:2,raum,помещение,,kaikki-ru,CC BY-SA 4.0
raum:3,raum,"район, окрестность",,kaikki-ru,CC BY-SA 4.0
raum:4,raum,космос,,kaikki-ru,CC BY-SA 4.0
raum:5,raum,место,,kaikki-ru,CC BY-SA 4.0
kuchen:1,kuchen,"торт, пирог",,kaikki-ru,CC BY-SA 4.0
moment:1,moment,"момент, миг, мгновение",,kaikki-ru,CC BY-SA 4.0
moment:2,moment,"момент, фактор, обстоятельство",,kaikki-ru,CC BY-SA 4.0
moment:3,moment,физ. момент,,kaikki-ru,CC BY-SA 4.0
kugelschreiber:1,kugelschreiber,шариковая ручка,,kaikki-ru,CC BY-SA 4.0
kunde:1,kunde,клиент; заказчик; покупатель; потребитель,,kaikki-ru,CC BY-SA 4.0
kunde:2,kunde,"устар., поэт. известие, весть",,kaikki-ru,CC BY-SA 4.0
rechnung:1,rechnung,"бухг. расчёт, счёт",,kaikki-ru,CC BY-SA 4.0
rechnung:2,rechnung,матем. исчисление,,kaikki-ru,CC BY-SA 4.0
ort:1,ort,"место, пункт",,kaikki-ru,CC BY-SA 4.0
ort:2,ort,"местность; местечко, городок, деревня, населённый пункт",,kaikki-ru,CC BY-SA 4.0
ort:3,ort,"архит. щипец, край",,kaikki-ru,CC BY-SA 4.0
ort:4,ort,рег. (швейц.) кантон,,kaikki-ru,CC BY-SA 4.0
ort:5,ort,рег. (ю.-нем.) шило,,kaikki-ru,CC BY-SA 4.0
ort:6,ort,рег. (ю.-нем.) боковая часть кровати,,kaikki-ru,CC BY-SA 4.0
ort:7,ort,устар. угол,,kaikki-ru,CC BY-SA 4.0
kurs:1,kurs,"курс, направление",,kaikki-ru,CC BY-SA 4.0
kurs:2,kurs,курс (биржевой),,kaikki-ru,CC BY-SA 4.0
regen:1,regen,метеорол. дождь,,kaikki-ru,CC BY-SA 4.0
mund:1,mund,рот,,kaikki-ru,CC BY-SA 4.0
mund:2,mund,уста,,kaikki-ru,CC BY-SA 4.0
saft:1,saft,сок (из растений),,kaikki-ru,CC BY-SA 4.0
saft:2,saft,"физиол. сок; лимфа, плазма",,kaikki-ru,CC BY-SA 4.0
reis:1,reis,ботан. рис (Oryza L.),,kaikki-ru,CC BY-SA 4.0
reis:2,reis,рис (крупа),,kaikki-ru,CC BY-SA 4.0
reis:3,reis,"ботан. отросток, росток, побег; ветка, веточка",,kaikki-ru,CC BY-SA 4.0
reis:4,reis,хворост; хворостинка,,kaikki-ru,CC BY-SA 4.0
reis:5,reis,ботан. привой,,kaikki-ru,CC BY-SA 4.0
reis:6,reis,"истор., глава; капитан (арабского или турецкого судна)",,kaikki-ru,CC BY-SA 4.0
reise:1,reise,"поездка, путешествие",,kaikki-ru,CC BY-SA 4.0
reise:2,reise,морск. рейс; плавание,,kaikki-ru,CC BY-SA 4.0
reise:3,reise,техн. эксплуатационный период,,kaikki-ru,CC BY-SA 4.0
reise:4,reise,истор. служба в наёмных войсках,,kaikki-ru,CC BY-SA 4.0
reise:5,reise,рег. воз (как мера); партия (товара); груз,,kaikki-ru,CC BY-SA 4.0
salat:1,salat,салат,,kaikki-ru,CC BY-SA 4.0
party:1,party,"вечеринка, вечер",,kaikki-ru,CC BY-SA 4.0
salz:1,salz,"соль, поваренная соль, столовая соль",,kaikki-ru,CC BY-SA 4.0
salz:2,salz,хим. соль,,kaikki-ru,CC BY-SA 4.0
salz:3,salz,"перен. соль, острота",,kaikki-ru,CC BY-SA 4.0
reparatur:1,reparatur,"починка, ремонт; восстановление",,kaikki-ru,CC BY-SA 4.0
pause:1,pause,пауза,,kaikki-ru,CC BY-SA 4.0
pause:2,pause,перерыв; перемена (в школе); антракт (в театре),,kaikki-ru,CC BY-SA 4.0
pause:3,pause,"приостановка, перерыв",,kaikki-ru,CC BY-SA 4.0
satz:1,satz,грам. предложение,,kaikki-ru,CC BY-SA 4.0
satz:2,satz,прыжок,,kaikki-ru,CC BY-SA 4.0
satz:3,satz,"набор, комплект",,kaikki-ru,CC BY-SA 4.0
satz:4,satz,спорт. сет,,kaikki-ru,CC BY-SA 4.0
schalter:1,schalter,"окошко (в учреждении, конторе) ; касса",,kaikki-ru,CC BY-SA 4.0
schalter:2,schalter,"техн. выключатель, переключатель, коммутатор, коммутационный аппарат",,kaikki-ru,CC BY-SA 4.0
restaurant:1,restaurant,ресторан,,kaikki-ru,CC BY-SA 4.0
rezeption:1,rezeption,"принятие, заимствование; рецепция",,kaikki-ru,CC BY-SA 4.0
rezeption:2,rezeption,приём (торжественный обед и т. п.),,kaikki-ru,CC BY-SA 4.0
rezeption:3,rezeption,приёмка,,kaikki-ru,CC BY-SA 4.0
rezeption:4,rezeption,"администрация, стол регистрации, ресепшн (в гостинице)",,kaikki-ru,CC BY-SA 4.0
uhr:1,uhr,часы,,kaikki-ru,CC BY-SA 4.0
uhr:2,uhr,час (при определении времени),,kaikki-ru,CC BY-SA 4.0
schild:1,schild,щит,,kaikki-ru,CC BY-SA 4.0
schild:2,schild,"истор., устар. герб",,kaikki-ru,CC BY-SA 4.0
schild:3,schild,"козырёк кепки, фуражки",,kaikki-ru,CC BY-SA 4.0
schild:4,schild,"плечо говядины, свинины",,kaikki-ru,CC BY-SA 4.0
schild:5,schild,вывеска,,kaikki-ru,CC BY-SA 4.0
schild:6,schild,"указатель, в т. ч. дорожный",,kaikki-ru,CC BY-SA 4.0
schild:7,schild,"табличка, ярлык, этикетка",,kaikki-ru,CC BY-SA 4.0
schild:8,schild,"автомоб. номерной знак, номер",,kaikki-ru,CC BY-SA 4.0
tasche:1,tasche,"сумка, сума",,kaikki-ru,CC BY-SA 4.0
tasche:2,tasche,карман,,kaikki-ru,CC BY-SA 4.0
tasche:3,tasche,луза,,kaikki-ru,CC BY-SA 4.0
tasche:4,tasche,мед. десневой карман,,kaikki-ru,CC BY-SA 4.0
tasche:5,tasche,матем. мультимножество,,kaikki-ru,CC BY-SA 4.0
tasche:6,tasche,"изделие из теста с начинкой, типа пельменей, вареников, равиоли",,kaikki-ru,CC BY-SA 4.0
tee:1,tee,чай (напиток),,kaikki-ru,CC BY-SA 4.0
tee:2,tee,чай (сушёные листья),,kaikki-ru,CC BY-SA 4.0
tee:3,tee,ботан. чай (растение),,kaikki-ru,CC BY-SA 4.0
tee:4,tee,"чай, настой (из высушенных лекарственных трав)",,kaikki-ru,CC BY-SA 4.0
tee:5,tee,"чай, чаепитие, чайное застолье (обычно после обеда)",,kaikki-ru,CC BY-SA 4.0
teil:1,teil,"часть, доля",,kaikki-ru,CC BY-SA 4.0
teil:2,teil,деталь; элемент; часть,,kaikki-ru,CC BY-SA 4.0
teil:3,teil,юр. сторона,,kaikki-ru,CC BY-SA 4.0
teil:4,teil,"удел, доля (человека)",,kaikki-ru,CC BY-SA 4.0
teil:5,teil,воен. часть; подразделение,,kaikki-ru,CC BY-SA 4.0
telefon:1,telefon,телефон,,kaikki-ru,CC BY-SA 4.0
schluss:1,schluss,затвор (окна и т. п.),,kaikki-ru,CC BY-SA 4.0
schluss:2,schluss,конец; окончание,,kaikki-ru,CC BY-SA 4.0
schluss:3,schluss,"завершение, закрытие (магазина и т. п.)",,kaikki-ru,CC BY-SA 4.0
schluss:4,schluss,"вывод, заключение",,kaikki-ru,CC BY-SA 4.0
schluss:5,schluss,короткое замыкание,,kaikki-ru,CC BY-SA 4.0
unterschrift:1,unterschrift,подпись,,kaikki-ru,CC BY-SA 4.0
toilette:1,toilette,туалет (одежда),,kaikki-ru,CC BY-SA 4.0
toilette:2,toilette,"туалет, уборная",,kaikki-ru,CC BY-SA 4.0
urlaub:1,urlaub,отпуск; временное увольнение,,kaikki-ru,CC BY-SA 4.0
schrank:1,schrank,шкаф,,kaikki-ru,CC BY-SA 4.0
schrank:2,schrank,"перен., разг. шкаф (о крупном, широкоплечем мужчине, парне), косая сажень в плечах",,kaikki-ru,CC BY-SA 4.0
schuh:1,schuh,"ботинок, башмак, туфля; мн. ч. обувь",,kaikki-ru,CC BY-SA 4.0
schule:1,schule,"школа, училище",,kaikki-ru,CC BY-SA 4.0
schule:2,schule,"перен. школа, выучка",,kaikki-ru,CC BY-SA 4.0
schule:3,schule,"перен. школа, направление, метод",,kaikki-ru,CC BY-SA 4.0
schule:4,schule,синагога,,kaikki-ru,CC BY-SA 4.0
treppe:1,treppe,лестница,,kaikki-ru,CC BY-SA 4.0
schwester:1,schwester,сестра,,kaikki-ru,CC BY-SA 4.0
schwester:2,schwester,"медсестра, устар. сестра милосердия",,kaikki-ru,CC BY-SA 4.0
schwester:3,schwester,сестра (обращение к монахине),,kaikki-ru,CC BY-SA 4.0
verein:1,verein,"союз, общество, объединение, корпорация",,kaikki-ru,CC BY-SA 4.0
wein:1,wein,вино,,kaikki-ru,CC BY-SA 4.0
wein:2,wein,виноград,,kaikki-ru,CC BY-SA 4.0
plan:1,plan,"план (мероприятий, порядок действий)",,kaikki-ru,CC BY-SA 4.0
plan:2,plan,"план, замысел, намерение",,kaikki-ru,CC BY-SA 4.0
plan:3,plan,"план, чертёж",,kaikki-ru,CC BY-SA 4.0
plan:4,plan,горизонтальная проекция,,kaikki-ru,CC BY-SA 4.0
plan:5,plan,площадь; равнина; плоскость,,kaikki-ru,CC BY-SA 4.0
wetter:1,wetter,метеорол. погода,,kaikki-ru,CC BY-SA 4.0
wetter:2,wetter,"экспр. буря, гроза, непогода, ненастье",,kaikki-ru,CC BY-SA 4.0
wetter:3,wetter,"мн. ч. горн. рудничный воздух, рудничная атмосфера",,kaikki-ru,CC BY-SA 4.0
wetter:4,wetter,"понтёр; участник (пари, игры), делающий ставку; играющий на бегах",,kaikki-ru,CC BY-SA 4.0
wiedersehen:1,wiedersehen,повторная встреча,,kaikki-ru,CC BY-SA 4.0
platz:1,platz,место (часть пространства),,kaikki-ru,CC BY-SA 4.0
platz:2,platz,"место (в соревнованиях, рейтингах и т. п.)",,kaikki-ru,CC BY-SA 4.0
platz:3,platz,"место, должность, позиция",,kaikki-ru,CC BY-SA 4.0
platz:4,platz,воен. поле боя; позиция,,kaikki-ru,CC BY-SA 4.0
platz:5,platz,площадь (в городе и т. п.),,kaikki-ru,CC BY-SA 4.0
platz:6,platz,воен. плац,,kaikki-ru,CC BY-SA 4.0
platz:7,platz,спорт. площадка; поле,,kaikki-ru,CC BY-SA 4.0
platz:8,platz,рынок,,kaikki-ru,CC BY-SA 4.0
verwandte:1,verwandte,родственница,,kaikki-ru,CC BY-SA 4.0
zigarette:1,zigarette,"сигарета, папироса",,kaikki-ru,CC BY-SA 4.0
wohnung:1,wohnung,"жильё, квартира",,kaikki-ru,CC BY-SA 4.0
zimmer:1,zimmer,комната; кабинет (служебный); номер (в гостинице),,kaikki-ru,CC BY-SA 4.0
zimmer:2,zimmer,"деревянная обшивка, облицовка",,kaikki-ru,CC BY-SA 4.0
zimmer:3,zimmer,"циммер, копа, (мера)",,kaikki-ru,CC BY-SA 4.0
sofa:1,sofa,"софа, кушетка, диван",,kaikki-ru,CC BY-SA 4.0
zoll:1,zoll,дюйм,,kaikki-ru,CC BY-SA 4.0
zoll:2,zoll,долг,,kaikki-ru,CC BY-SA 4.0
zoll:3,zoll,пошлина; таможенный тариф,,kaikki-ru,CC BY-SA 4.0
zoll:4,zoll,истор. дань,,kaikki-ru,CC BY-SA 4.0
zoll:5,zoll,перен. дань,,kaikki-ru,CC BY-SA 4.0
polizei:1,polizei,полиция (как институт),,kaikki-ru,CC BY-SA 4.0
polizei:2,polizei,"полиция, полицейский (полицейские)",,kaikki-ru,CC BY-SA 4.0
polizei:3,polizei,"полиция, отделение полиции",,kaikki-ru,CC BY-SA 4.0
zug:1,zug,"поезд, состав",,kaikki-ru,CC BY-SA 4.0
zug:2,zug,"шествие, процессия, ход; см. Trauerzug, Festzug, Umzug, Karnevalszug",,kaikki-ru,CC BY-SA 4.0
zug:3,zug,"колонна, вереница, группа, эшелон",,kaikki-ru,CC BY-SA 4.0
zug:4,zug,"воен. поход, кампания; см. Feldzug, Kreuzzug",,kaikki-ru,CC BY-SA 4.0
zug:5,zug,"воен., расчёт; см. Infanteriezug, Löschzug, Bergungszug",,kaikki-ru,CC BY-SA 4.0
zug:6,zug,"клин, стая перелётных птиц; перелёт птиц; см. Vogelzug",,kaikki-ru,CC BY-SA 4.0
zug:7,zug,"сквозняк, тяга, ветерок, движение воздуха; см. Luftzug, Durchzug, Windzug",,kaikki-ru,CC BY-SA 4.0
zug:8,zug,"вдох, затяжка. см. Atemzug, Lungenzug",,kaikki-ru,CC BY-SA 4.0
zug:9,zug,глоток.,,kaikki-ru,CC BY-SA 4.0
zug:10,zug,"ход в настольной игре; битве, поединке.",,kaikki-ru,CC BY-SA 4.0
zug:11,zug,"черта лица, характера; см. Gesichtszug, Charakterzug, Wesenszug",,kaikki-ru,CC BY-SA 4.0
zug:12,zug,"тяга, влечение",,kaikki-ru,CC BY-SA 4.0
zug:13,zug,спорт. гребок пловца,,kaikki-ru,CC BY-SA 4.0
zug:14,zug,"спорт., разг. упрощ. от Klimmzug (подтягивание на перекладине)",,kaikki-ru,CC BY-SA 4.0
zug:15,zug,нарезка в дуле огнестрельного оружия,,kaikki-ru,CC BY-SA 4.0
vorname:1,vorname,имя (в отличие от фамилии),,kaikki-ru,CC BY-SA 4.0
postleitzahl:1,postleitzahl,"номер почтового отделения, почтовый индекс",,kaikki-ru,CC BY-SA 4.0
praktikum:1,praktikum,практика,,kaikki-ru,CC BY-SA 4.0
praktikum:2,praktikum,"практические занятия, практикум",,kaikki-ru,CC BY-SA 4.0
sprache:1,sprache,язык (средство общения); речь,,kaikki-ru,CC BY-SA 4.0
praxis:1,praxis,"практика, опыт",,kaikki-ru,CC BY-SA 4.0
praxis:2,praxis,"практика (врача, юриста)",,kaikki-ru,CC BY-SA 4.0
preis:1,preis,цена,,kaikki-ru,CC BY-SA 4.0
preis:2,preis,"награда, приз, премия",,kaikki-ru,CC BY-SA 4.0
stadt:1,stadt,город,,kaikki-ru,CC BY-SA 4.0
stadt:2,stadt,(население города),,kaikki-ru,CC BY-SA 4.0
stadt:3,stadt,"(администрация, правительство города)",,kaikki-ru,CC BY-SA 4.0
stadt:4,stadt,(экономический или культурный центр города),,kaikki-ru,CC BY-SA 4.0
problem:1,problem,проблема,,kaikki-ru,CC BY-SA 4.0
stelle:1,stelle,"место, местность",,kaikki-ru,CC BY-SA 4.0
stelle:2,stelle,"пост, место, должность",,kaikki-ru,CC BY-SA 4.0
stock:1,stock,"палка; трость, посох; шест",,kaikki-ru,CC BY-SA 4.0
stock:2,stock,"чурбан, чурка, дубина",,kaikki-ru,CC BY-SA 4.0
stock:3,stock,болванка; колодка,,kaikki-ru,CC BY-SA 4.0
stock:4,stock,пень; корень; стебель; куст; чубук (винограда),,kaikki-ru,CC BY-SA 4.0
stock:5,stock,"корпус, туловище; основа, основание",,kaikki-ru,CC BY-SA 4.0
stock:6,stock,"борть, улей",,kaikki-ru,CC BY-SA 4.0
stock:7,stock,полигр. клише,,kaikki-ru,CC BY-SA 4.0
stock:8,stock,техн. шток; стержень,,kaikki-ru,CC BY-SA 4.0
stock:9,stock,геол. шток (жила),,kaikki-ru,CC BY-SA 4.0
stock:10,stock,геол. горный массив,,kaikki-ru,CC BY-SA 4.0
stock:11,stock,спорт. клюшка,,kaikki-ru,CC BY-SA 4.0
stock:12,stock,шомпол,,kaikki-ru,CC BY-SA 4.0
stock:13,stock,этаж,,kaikki-ru,CC BY-SA 4.0
stock:14,stock,устар. темница,,kaikki-ru,CC BY-SA 4.0
stock:15,stock,основной состав,,kaikki-ru,CC BY-SA 4.0
stock:16,stock,запас (запасы),,kaikki-ru,CC BY-SA 4.0
stock:17,stock,основной инвестированный капитал,,kaikki-ru,CC BY-SA 4.0
stock:18,stock,фин. ценная бумага; акция; долговое обязательство,,kaikki-ru,CC BY-SA 4.0
student:1,student,студент,,kaikki-ru,CC BY-SA 4.0
studium:1,studium,"учёба, изучение, исследование",,kaikki-ru,CC BY-SA 4.0
bitte-part:1,bitte-part,пожалуйста,,kaikki-ru,CC BY-SA 4.0
bitte-verb:1,bitte-verb,форма настоящего времени первого лица единственного числа изъявительного наклонения глагола bitten,,kaikki-ru,CC BY-SA 4.0
lange:1,lange,долго,,kaikki-ru,CC BY-SA 4.0
von:1,von,от (во всех значениях),,kaikki-ru,CC BY-SA 4.0
von:2,von,из,,kaikki-ru,CC BY-SA 4.0
von:3,von,"с (при указании места или времени, но не совокупности)",,kaikki-ru,CC BY-SA 4.0
von:4,von,"опускается при переводе, переводится с помощью род. п.",,kaikki-ru,CC BY-SA 4.0
von:5,von,"о, об",,kaikki-ru,CC BY-SA 4.0
von:6,von,фон (часть дворянских имён собственных),,kaikki-ru,CC BY-SA 4.0
vor:1,vor,"(D, указывает на местонахождение — где?) перед — Она стояла перед ним.",,kaikki-ru,CC BY-SA 4.0
vor:2,vor,"(A, указывает на направление — куда?) перед, к — Неприятель подошёл к городу.",,kaikki-ru,CC BY-SA 4.0
vor:3,vor,"(D, указывает на время) до, тому назад, перед — до восхода солнца — перед пасхой — два года тому назад — без десяти (минут) пять",,kaikki-ru,CC BY-SA 4.0
vor:4,vor,"(D, указывает на чувство, испытываемое по отношению к кому-либо или чему-либо или действие по отношению к кому-либо или чему-либо) перед, к, от — Я боюсь его.",,kaikki-ru,CC BY-SA 4.0
vor:5,vor,"(D, указывает на причину) от — дрожать от холода — покраснеть от стыда — стиснуть зубы от боли",,kaikki-ru,CC BY-SA 4.0
baeckerei:1,baeckerei,пекарня,,kaikki-ru,CC BY-SA 4.0
gemuese:1,gemuese,"овощ, зелень",,kaikki-ru,CC BY-SA 4.0
geschaeft:1,geschaeft,"дело, занятие",,kaikki-ru,CC BY-SA 4.0
geschaeft:2,geschaeft,"дело, сделка, торговая операция",,kaikki-ru,CC BY-SA 4.0
geschaeft:3,geschaeft,"фирма, предприятие, дело; бизнес, гешефт; торговый дом, магазин",,kaikki-ru,CC BY-SA 4.0
geschaeft:4,geschaeft,"разг. испражнение, выделение кала",,kaikki-ru,CC BY-SA 4.0
gespraech:1,gespraech,"разговор, беседа",,kaikki-ru,CC BY-SA 4.0
gespraech:2,gespraech,"встреча, собеседование; совещание; слёт; переговоры",,kaikki-ru,CC BY-SA 4.0
getraenk:1,getraenk,напиток,,kaikki-ru,CC BY-SA 4.0
glueck:1,glueck,"счастье; благополучие; удача, успех",,kaikki-ru,CC BY-SA 4.0
moebel:1,moebel,мебель,,kaikki-ru,CC BY-SA 4.0
moebel:2,moebel,"разг., шутл., ед. ч. бандура, махина (предмет больших размеров, громоздкий, неудобный или надоевший)",,kaikki-ru,CC BY-SA 4.0
kueche:1,kueche,кухня (помещение),,kaikki-ru,CC BY-SA 4.0
kueche:2,kueche,"кухня, кухонная мебель",,kaikki-ru,CC BY-SA 4.0
kueche:3,kueche,"кухня, стол, пища",,kaikki-ru,CC BY-SA 4.0
kuehlschrank:1,kuehlschrank,холодильник.,,kaikki-ru,CC BY-SA 4.0
loesung:1,loesung,решение,,kaikki-ru,CC BY-SA 4.0
loesung:2,loesung,ответ,,kaikki-ru,CC BY-SA 4.0
loesung:3,loesung,"матем. ответ, решение",,kaikki-ru,CC BY-SA 4.0
loesung:4,loesung,отгадка,,kaikki-ru,CC BY-SA 4.0
loesung:5,loesung,хим. раствор,,kaikki-ru,CC BY-SA 4.0
haehnchen:1,haehnchen,"петушок, бройлер",,kaikki-ru,CC BY-SA 4.0
haehnchen:2,haehnchen,"мясо такого бройлера, употребляемое в пищу",,kaikki-ru,CC BY-SA 4.0
schluessel:1,schluessel,ключ от замка,,kaikki-ru,CC BY-SA 4.0
schluessel:2,schluessel,ключ нотный,,kaikki-ru,CC BY-SA 4.0
schluessel:3,schluessel,ключ гаечный,,kaikki-ru,CC BY-SA 4.0
fruehstueck:1,fruehstueck,завтрак,,kaikki-ru,CC BY-SA 4.0
sehenswuerdigkeit:1,sehenswuerdigkeit,достопримечательность,,kaikki-ru,CC BY-SA 4.0
reisefuehrer:1,reisefuehrer,путеводитель,,kaikki-ru,CC BY-SA 4.0
fuehrung:1,fuehrung,"руководство, управление",,kaikki-ru,CC BY-SA 4.0
hell:1,hell,"светлый, яркий, освещённый",,kaikki-ru,CC BY-SA 4.0
hell-adv:1,hell-adv,светло,,kaikki-ru,CC BY-SA 4.0
nicht-part:1,nicht-part,"не, нет, ни; употребляется перед всеми частями речи кроме существительных || в сочетании «не …, а …» в зависимости от контекста перед существительными",,kaikki-ru,CC BY-SA 4.0
schoen:1,schoen,"красивый, прекрасный",,kaikki-ru,CC BY-SA 4.0
schoen:2,schoen,"хороший, прекрасный, приятный",,kaikki-ru,CC BY-SA 4.0
schoen:3,schoen,"разг. хороший, приличный, порядочный (о количестве, степени, сумме и т. д. чего-либо)",,kaikki-ru,CC BY-SA 4.0
schoen:4,schoen,"разг., ирон. хорошенький",,kaikki-ru,CC BY-SA 4.0
schoen-adv:1,schoen-adv,"хорошо, прекрасно",,kaikki-ru,CC BY-SA 4.0
schoen-adv:2,schoen-adv,"употр. для выражения согласия: хорошо, прекрасно, ладно",,kaikki-ru,CC BY-SA 4.0
schoen-adv:3,schoen-adv,употр. в формулах вежливости,,kaikki-ru,CC BY-SA 4.0
schoen-adv:4,schoen-adv,в знач. усиления:,,kaikki-ru,CC BY-SA 4.0
was:1,was,вопросительное местоимение: что?,,kaikki-ru,CC BY-SA 4.0
was:2,was,относительное местоимение: что,,kaikki-ru,CC BY-SA 4.0
was:3,was,"то же, что etwas",,kaikki-ru,CC BY-SA 4.0
weg:1,weg,"прочь, вдаль",,kaikki-ru,CC BY-SA 4.0
hoch-noun:1,hoch-noun,высокий,,kaikki-ru,CC BY-SA 4.0
hoch-adv:1,hoch-adv,высоко,,kaikki-ru,CC BY-SA 4.0
neu:1,neu,новый,,kaikki-ru,CC BY-SA 4.0
hier:1,hier,"здесь, тут",,kaikki-ru,CC BY-SA 4.0
um-adv:1,um-adv,кругом,,kaikki-ru,CC BY-SA 4.0
um-conj:1,um-conj,"чтобы, с целью, для",,kaikki-ru,CC BY-SA 4.0
international:1,international,международный; интернациональный,,kaikki-ru,CC BY-SA 4.0
normal:1,normal,"нормальный, обыкновенный, обычный",,kaikki-ru,CC BY-SA 4.0
normal:2,normal,"психически нормальный, находящийся в здравом уме (о человеке)",,kaikki-ru,CC BY-SA 4.0
mit:1,mit,"с, с помощью",,kaikki-ru,CC BY-SA 4.0
mit:2,mit,на,,kaikki-ru,CC BY-SA 4.0
abflug:1,abflug,"вылет, взлёт, отправление (самолёта); старт",,kaikki-ru,CC BY-SA 4.0
abflug:2,abflug,отлёт (птиц),,kaikki-ru,CC BY-SA 4.0
bahnsteig:1,bahnsteig,"ж.-д. платформа, перрон",,kaikki-ru,CC BY-SA 4.0
dank:1,dank,благодарность,,kaikki-ru,CC BY-SA 4.0
durst:1,durst,"жажда, сильное желание пить",,kaikki-ru,CC BY-SA 4.0
durst:2,durst,"перен. (nach D) жажда, сильное желание чего-либо",,kaikki-ru,CC BY-SA 4.0
dusche:1,dusche,душ (процедура),,kaikki-ru,CC BY-SA 4.0
dusche:2,dusche,душ (устройство),,kaikki-ru,CC BY-SA 4.0
entschuldigung:1,entschuldigung,"извинение, оправдание",,kaikki-ru,CC BY-SA 4.0
entschuldigung:2,entschuldigung,оправдательный документ; документ с извинениями,,kaikki-ru,CC BY-SA 4.0
feier:1,feier,праздник,,kaikki-ru,CC BY-SA 4.0
gast:1,gast,"гость, гостья",,kaikki-ru,CC BY-SA 4.0
gast:2,gast,"постоялец, приезжий, приезжая (в гостинице); отдыхающий, отдыхающая (в санатории, на курорте); пассажир",,kaikki-ru,CC BY-SA 4.0
gast:3,gast,"театр. гастролёр, гастролёрша",,kaikki-ru,CC BY-SA 4.0
herd:1,herd,"очаг, плита",,kaikki-ru,CC BY-SA 4.0
herd:2,herd,"перен. домашний очаг, дом",,kaikki-ru,CC BY-SA 4.0
herd:3,herd,"очаг (центр, средоточие), эпицентр (ядерного взрыва)",,kaikki-ru,CC BY-SA 4.0
herd:4,herd,"мед. очаг, гнездо, фокус",,kaikki-ru,CC BY-SA 4.0
herd:5,herd,"техн. горнило, горн; под (печи); рабочее пространство (печи); камера плавления",,kaikki-ru,CC BY-SA 4.0
herd:6,herd,горн. концентрационный стол (обогащения); вашгерд (для промывки россыпей),,kaikki-ru,CC BY-SA 4.0
hochzeit:1,hochzeit,"свадьба, брак",,kaikki-ru,CC BY-SA 4.0
speisekarte:1,speisekarte,"меню (в ресторане, кафе)",,kaikki-ru,CC BY-SA 4.0
gepaeck:1,gepaeck,багаж,,kaikki-ru,CC BY-SA 4.0
oel:1,oel,"масло жидкое, растительное либо машинное",,kaikki-ru,CC BY-SA 4.0
oel:2,oel,масло масляные краски,,kaikki-ru,CC BY-SA 4.0
oel:3,oel,"нефть, топочный мазут",,kaikki-ru,CC BY-SA 4.0
termin:1,termin,"назначенный час, время встречи, в особенности деловой; назначенный срок; ср. Abgabetermin. Notfalls können wir den Termin um eine Stunde verlegen.",,kaikki-ru,CC BY-SA 4.0
