lexeme,feature,form,source,license
halten,perf.2sg,hast gehalten,kaikki-en,CC BY-SA 4.0
halten,perf.2pl,habt gehalten,kaikki-en,CC BY-SA 4.0
halten,konj1.perf.2sg,habest gehalten,kaikki-en,CC BY-SA 4.0
halten,konj1.perf.2pl,habet gehalten,kaikki-en,CC BY-SA 4.0
halten,perf.3sg,hat gehalten,kaikki-en,CC BY-SA 4.0
halten,perf.3pl,haben gehalten,kaikki-en,CC BY-SA 4.0
halten,konj1.perf.3sg,habe gehalten,kaikki-en,CC BY-SA 4.0
halten,konj1.perf.3pl,haben gehalten,kaikki-en,CC BY-SA 4.0
halten,plusq.1sg,hatte gehalten,kaikki-en,CC BY-SA 4.0
halten,plusq.1pl,hatten gehalten,kaikki-en,CC BY-SA 4.0
halten,konj2.plusq.1sg,hätte gehalten,kaikki-en,CC BY-SA 4.0
halten,konj2.plusq.1pl,hätten gehalten,kaikki-en,CC BY-SA 4.0
halten,plusq.2sg,hattest gehalten,kaikki-en,CC BY-SA 4.0
halten,plusq.2pl,hattet gehalten,kaikki-en,CC BY-SA 4.0
halten,konj2.plusq.2sg,hättest gehalten,kaikki-en,CC BY-SA 4.0
halten,konj2.plusq.2pl,hättet gehalten,kaikki-en,CC BY-SA 4.0
halten,plusq.3sg,hatte gehalten,kaikki-en,CC BY-SA 4.0
halten,plusq.3pl,hatten gehalten,kaikki-en,CC BY-SA 4.0
halten,konj2.plusq.3sg,hätte gehalten,kaikki-en,CC BY-SA 4.0
halten,konj2.plusq.3pl,hätten gehalten,kaikki-en,CC BY-SA 4.0
halten,inf.fut1,halten werden,kaikki-en,CC BY-SA 4.0
halten,konj1.fut1.1sg,werde halten,kaikki-en,CC BY-SA 4.0
halten,konj1.fut1.1pl,werden halten,kaikki-en,CC BY-SA 4.0
halten,konj1.fut1.2sg,werdest halten,kaikki-en,CC BY-SA 4.0
halten,konj1.fut1.2pl,werdet halten,kaikki-en,CC BY-SA 4.0
halten,konj1.fut1.3sg,werde halten,kaikki-en,CC BY-SA 4.0
halten,konj1.fut1.3pl,werden halten,kaikki-en,CC BY-SA 4.0
halten,fut1.1sg,werde halten,kaikki-en,CC BY-SA 4.0
halten,fut1.1pl,werden halten,kaikki-en,CC BY-SA 4.0
halten,konj2.fut1.1sg,würde halten,kaikki-en,CC BY-SA 4.0
halten,konj2.fut1.1pl,würden halten,kaikki-en,CC BY-SA 4.0
halten,fut1.2sg,wirst halten,kaikki-en,CC BY-SA 4.0
halten,fut1.2pl,werdet halten,kaikki-en,CC BY-SA 4.0
halten,konj2.fut1.2sg,würdest halten,kaikki-en,CC BY-SA 4.0
halten,konj2.fut1.2pl,würdet halten,kaikki-en,CC BY-SA 4.0
halten,fut1.3sg,wird halten,kaikki-en,CC BY-SA 4.0
halten,fut1.3pl,werden halten,kaikki-en,CC BY-SA 4.0
halten,konj2.fut1.3sg,würde halten,kaikki-en,CC BY-SA 4.0
halten,konj2.fut1.3pl,würden halten,kaikki-en,CC BY-SA 4.0
halten,inf.fut2,gehalten haben werden,kaikki-en,CC BY-SA 4.0
halten,konj1.fut2.1sg,werde gehalten haben,kaikki-en,CC BY-SA 4.0
halten,konj1.fut2.1pl,werden gehalten haben,kaikki-en,CC BY-SA 4.0
halten,konj1.fut2.2sg,werdest gehalten haben,kaikki-en,CC BY-SA 4.0
halten,konj1.fut2.2pl,werdet gehalten haben,kaikki-en,CC BY-SA 4.0
halten,konj1.fut2.3sg,werde gehalten haben,kaikki-en,CC BY-SA 4.0
halten,konj1.fut2.3pl,werden gehalten haben,kaikki-en,CC BY-SA 4.0
halten,fut2.1sg,werde gehalten haben,kaikki-en,CC BY-SA 4.0
halten,fut2.1pl,werden gehalten haben,kaikki-en,CC BY-SA 4.0
halten,konj2.fut2.1sg,würde gehalten haben,kaikki-en,CC BY-SA 4.0
halten,konj2.fut2.1pl,würden gehalten haben,kaikki-en,CC BY-SA 4.0
halten,fut2.2sg,wirst gehalten haben,kaikki-en,CC BY-SA 4.0
halten,fut2.2pl,werdet gehalten haben,kaikki-en,CC BY-SA 4.0
halten,konj2.fut2.2sg,würdest gehalten haben,kaikki-en,CC BY-SA 4.0
halten,konj2.fut2.2pl,würdet gehalten haben,kaikki-en,CC BY-SA 4.0
halten,fut2.3sg,wird gehalten haben,kaikki-en,CC BY-SA 4.0
halten,fut2.3pl,werden gehalten haben,kaikki-en,CC BY-SA 4.0
halten,konj2.fut2.3sg,würde gehalten haben,kaikki-en,CC BY-SA 4.0
halten,konj2.fut2.3pl,würden gehalten haben,kaikki-en,CC BY-SA 4.0
opa,gen,Opas,kaikki-en,CC BY-SA 4.0
opa,pl,Opas,kaikki-en,CC BY-SA 4.0
opa,nom.sg,Opa,kaikki-en,CC BY-SA 4.0
opa,def.nom.pl,Opas,kaikki-en,CC BY-SA 4.0
opa,gen.sg,Opas,kaikki-en,CC BY-SA 4.0
opa,def.gen.pl,Opas,kaikki-en,CC BY-SA 4.0
opa,dat.sg,Opa,kaikki-en,CC BY-SA 4.0
opa,def.dat.pl,Opas,kaikki-en,CC BY-SA 4.0
opa,akk.sg,Opa,kaikki-en,CC BY-SA 4.0
opa,def.akk.pl,Opas,kaikki-en,CC BY-SA 4.0
kino,gen,Kinos,kaikki-en,CC BY-SA 4.0
kino,pl,Kinos,kaikki-en,CC BY-SA 4.0
kino,nom.sg,Kino,kaikki-en,CC BY-SA 4.0
kino,def.nom.pl,Kinos,kaikki-en,CC BY-SA 4.0
kino,gen.sg,Kinos,kaikki-en,CC BY-SA 4.0
kino,def.gen.pl,Kinos,kaikki-en,CC BY-SA 4.0
kino,dat.sg,Kino,kaikki-en,CC BY-SA 4.0
kino,def.dat.pl,Kinos,kaikki-en,CC BY-SA 4.0
kino,akk.sg,Kino,kaikki-en,CC BY-SA 4.0
kino,def.akk.pl,Kinos,kaikki-en,CC BY-SA 4.0
zoll,gen,Zolles,kaikki-en,CC BY-SA 4.0
zoll,gen,Zolls,kaikki-en,CC BY-SA 4.0
zoll,pl,Zölle,kaikki-en,CC BY-SA 4.0
zoll,nom.sg,Zoll,kaikki-en,CC BY-SA 4.0
zoll,def.nom.pl,Zölle,kaikki-en,CC BY-SA 4.0
zoll,gen.sg,Zolles,kaikki-en,CC BY-SA 4.0
zoll,gen.sg,Zolls,kaikki-en,CC BY-SA 4.0
zoll,def.gen.pl,Zölle,kaikki-en,CC BY-SA 4.0
zoll,dat.sg,Zoll,kaikki-en,CC BY-SA 4.0
zoll,dat.sg,Zolle,kaikki-en,CC BY-SA 4.0
zoll,def.dat.pl,Zöllen,kaikki-en,CC BY-SA 4.0
zoll,akk.sg,Zoll,kaikki-en,CC BY-SA 4.0
zoll,def.akk.pl,Zölle,kaikki-en,CC BY-SA 4.0
zoll,pl,Zoll,kaikki-en,CC BY-SA 4.0
zoll,def.nom.pl,Zoll,kaikki-en,CC BY-SA 4.0
zoll,def.gen.pl,Zoll,kaikki-en,CC BY-SA 4.0
zoll,def.dat.pl,Zoll,kaikki-en,CC BY-SA 4.0
zoll,def.akk.pl,Zoll,kaikki-en,CC BY-SA 4.0
saft,gen,Saftes,kaikki-en,CC BY-SA 4.0
saft,gen,Safts,kaikki-en,CC BY-SA 4.0
saft,pl,Säfte,kaikki-en,CC BY-SA 4.0
saft,nom.sg,Saft,kaikki-en,CC BY-SA 4.0
saft,def.nom.pl,Säfte,kaikki-en,CC BY-SA 4.0
saft,gen.sg,Saftes,kaikki-en,CC BY-SA 4.0
saft,gen.sg,Safts,kaikki-en,CC BY-SA 4.0
saft,def.gen.pl,Säfte,kaikki-en,CC BY-SA 4.0
saft,dat.sg,Saft,kaikki-en,CC BY-SA 4.0
saft,dat.sg,Safte,kaikki-en,CC BY-SA 4.0
saft,def.dat.pl,Säften,kaikki-en,CC BY-SA 4.0
saft,akk.sg,Saft,kaikki-en,CC BY-SA 4.0
saft,def.akk.pl,Säfte,kaikki-en,CC BY-SA 4.0
suchen,praes.3sg,sucht,kaikki-en,CC BY-SA 4.0
suchen,partizip2,gesucht,kaikki-en,CC BY-SA 4.0
suchen,inf,suchen,kaikki-en,CC BY-SA 4.0
suchen,partizip1,suchend,kaikki-en,CC BY-SA 4.0
suchen,praes.1sg,suche,kaikki-en,CC BY-SA 4.0
suchen,praes.1pl,suchen,kaikki-en,CC BY-SA 4.0
suchen,konj1.1sg,suche,kaikki-en,CC BY-SA 4.0
suchen,konj1.1pl,suchen,kaikki-en,CC BY-SA 4.0
suchen,praes.2sg,suchst,kaikki-en,CC BY-SA 4.0
suchen,praes.2pl,sucht,kaikki-en,CC BY-SA 4.0
suchen,konj1.2sg,suchest,kaikki-en,CC BY-SA 4.0
suchen,konj1.2pl,suchet,kaikki-en,CC BY-SA 4.0
suchen,praes.3pl,suchen,kaikki-en,CC BY-SA 4.0
suchen,konj1.3sg,suche,kaikki-en,CC BY-SA 4.0
suchen,konj1.3pl,suchen,kaikki-en,CC BY-SA 4.0
suchen,praet.1sg,suchte,kaikki-en,CC BY-SA 4.0
suchen,praet.1pl,suchten,kaikki-en,CC BY-SA 4.0
suchen,praet.2sg,suchtest,kaikki-en,CC BY-SA 4.0
suchen,praet.2pl,suchtet,kaikki-en,CC BY-SA 4.0
suchen,praet.3sg,suchte,kaikki-en,CC BY-SA 4.0
suchen,praet.3pl,suchten,kaikki-en,CC BY-SA 4.0
suchen,imp.2sg,such,kaikki-en,CC BY-SA 4.0
suchen,imp.2sg,suche,kaikki-en,CC BY-SA 4.0
suchen,imp.2pl,sucht,kaikki-en,CC BY-SA 4.0
suchen,perf.1sg,habe gesucht,kaikki-en,CC BY-SA 4.0
suchen,perf.1pl,haben gesucht,kaikki-en,CC BY-SA 4.0
suchen,konj1.perf.1sg,habe gesucht,kaikki-en,CC BY-SA 4.0
suchen,konj1.perf.1pl,haben gesucht,kaikki-en,CC BY-SA 4.0
suchen,perf.2sg,hast gesucht,kaikki-en,CC BY-SA 4.0
suchen,perf.2pl,habt gesucht,kaikki-en,CC BY-SA 4.0
suchen,konj1.perf.2sg,habest gesucht,kaikki-en,CC BY-SA 4.0
suchen,konj1.perf.2pl,habet gesucht,kaikki-en,CC BY-SA 4.0
suchen,perf.3sg,hat gesucht,kaikki-en,CC BY-SA 4.0
suchen,perf.3pl,haben gesucht,kaikki-en,CC BY-SA 4.0
suchen,konj1.perf.3sg,habe gesucht,kaikki-en,CC BY-SA 4.0
suchen,konj1.perf.3pl,haben gesucht,kaikki-en,CC BY-SA 4.0
suchen,plusq.1sg,hatte gesucht,kaikki-en,CC BY-SA 4.0
suchen,plusq.1pl,hatten gesucht,kaikki-en,CC BY-SA 4.0
suchen,konj2.plusq.1sg,hätte gesucht,kaikki-en,CC BY-SA 4.0
suchen,konj2.plusq.1pl,hätten gesucht,kaikki-en,CC BY-SA 4.0
suchen,plusq.2sg,hattest gesucht,kaikki-en,CC BY-SA 4.0
suchen,plusq.2pl,hattet gesucht,kaikki-en,CC BY-SA 4.0
suchen,konj2.plusq.2sg,hättest gesucht,kaikki-en,CC BY-SA 4.0
suchen,konj2.plusq.2pl,hättet gesucht,kaikki-en,CC BY-SA 4.0
suchen,plusq.3sg,hatte gesucht,kaikki-en,CC BY-SA 4.0
suchen,plusq.3pl,hatten gesucht,kaikki-en,CC BY-SA 4.0
suchen,konj2.plusq.3sg,hätte gesucht,kaikki-en,CC BY-SA 4.0
suchen,konj2.plusq.3pl,hätten gesucht,kaikki-en,CC BY-SA 4.0
suchen,inf.fut1,suchen werden,kaikki-en,CC BY-SA 4.0
suchen,konj1.fut1.1sg,werde suchen,kaikki-en,CC BY-SA 4.0
suchen,konj1.fut1.1pl,werden suchen,kaikki-en,CC BY-SA 4.0
suchen,konj1.fut1.2sg,werdest suchen,kaikki-en,CC BY-SA 4.0
suchen,konj1.fut1.2pl,werdet suchen,kaikki-en,CC BY-SA 4.0
suchen,konj1.fut1.3sg,werde suchen,kaikki-en,CC BY-SA 4.0
suchen,konj1.fut1.3pl,werden suchen,kaikki-en,CC BY-SA 4.0
suchen,fut1.1sg,werde suchen,kaikki-en,CC BY-SA 4.0
suchen,fut1.1pl,werden suchen,kaikki-en,CC BY-SA 4.0
suchen,konj2.fut1.1sg,würde suchen,kaikki-en,CC BY-SA 4.0
suchen,konj2.fut1.1pl,würden suchen,kaikki-en,CC BY-SA 4.0
suchen,fut1.2sg,wirst suchen,kaikki-en,CC BY-SA 4.0
suchen,fut1.2pl,werdet suchen,kaikki-en,CC BY-SA 4.0
suchen,konj2.fut1.2sg,würdest suchen,kaikki-en,CC BY-SA 4.0
suchen,konj2.fut1.2pl,würdet suchen,kaikki-en,CC BY-SA 4.0
suchen,fut1.3sg,wird suchen,kaikki-en,CC BY-SA 4.0
suchen,fut1.3pl,werden suchen,kaikki-en,CC BY-SA 4.0
suchen,konj2.fut1.3sg,würde suchen,kaikki-en,CC BY-SA 4.0
suchen,konj2.fut1.3pl,würden suchen,kaikki-en,CC BY-SA 4.0
suchen,inf.fut2,gesucht haben werden,kaikki-en,CC BY-SA 4.0
suchen,konj1.fut2.1sg,werde gesucht haben,kaikki-en,CC BY-SA 4.0
suchen,konj1.fut2.1pl,werden gesucht haben,kaikki-en,CC BY-SA 4.0
suchen,konj1.fut2.2sg,werdest gesucht haben,kaikki-en,CC BY-SA 4.0
suchen,konj1.fut2.2pl,werdet gesucht haben,kaikki-en,CC BY-SA 4.0
suchen,konj1.fut2.3sg,werde gesucht haben,kaikki-en,CC BY-SA 4.0
suchen,konj1.fut2.3pl,werden gesucht haben,kaikki-en,CC BY-SA 4.0
suchen,fut2.1sg,werde gesucht haben,kaikki-en,CC BY-SA 4.0
suchen,fut2.1pl,werden gesucht haben,kaikki-en,CC BY-SA 4.0
suchen,konj2.fut2.1sg,würde gesucht haben,kaikki-en,CC BY-SA 4.0
suchen,konj2.fut2.1pl,würden gesucht haben,kaikki-en,CC BY-SA 4.0
suchen,fut2.2sg,wirst gesucht haben,kaikki-en,CC BY-SA 4.0
suchen,fut2.2pl,werdet gesucht haben,kaikki-en,CC BY-SA 4.0
suchen,konj2.fut2.2sg,würdest gesucht haben,kaikki-en,CC BY-SA 4.0
suchen,konj2.fut2.2pl,würdet gesucht haben,kaikki-en,CC BY-SA 4.0
suchen,fut2.3sg,wird gesucht haben,kaikki-en,CC BY-SA 4.0
suchen,fut2.3pl,werden gesucht haben,kaikki-en,CC BY-SA 4.0
suchen,konj2.fut2.3sg,würde gesucht haben,kaikki-en,CC BY-SA 4.0
suchen,konj2.fut2.3pl,würden gesucht haben,kaikki-en,CC BY-SA 4.0
schliessen,praes.3sg,schließt,kaikki-en,CC BY-SA 4.0
schliessen,partizip2,geschlossen,kaikki-en,CC BY-SA 4.0
schliessen,konj1,schlösse,kaikki-en,CC BY-SA 4.0
schliessen,inf,schließen,kaikki-en,CC BY-SA 4.0
schliessen,partizip1,schließend,kaikki-en,CC BY-SA 4.0
schliessen,praes.1sg,schließe,kaikki-en,CC BY-SA 4.0
schliessen,praes.1pl,schließen,kaikki-en,CC BY-SA 4.0
schliessen,konj1.1sg,schließe,kaikki-en,CC BY-SA 4.0
schliessen,konj1.1pl,schließen,kaikki-en,CC BY-SA 4.0
schliessen,praes.2sg,schließt,kaikki-en,CC BY-SA 4.0
schliessen,praes.2pl,schließt,kaikki-en,CC BY-SA 4.0
schliessen,konj1.2sg,schließest,kaikki-en,CC BY-SA 4.0
schliessen,konj1.2pl,schließet,kaikki-en,CC BY-SA 4.0
schliessen,praes.3pl,schließen,kaikki-en,CC BY-SA 4.0
schliessen,konj1.3sg,schließe,kaikki-en,CC BY-SA 4.0
schliessen,konj1.3pl,schließen,kaikki-en,CC BY-SA 4.0
schliessen,praet.1sg,schloss,kaikki-en,CC BY-SA 4.0
schliessen,praet.1pl,schlossen,kaikki-en,CC BY-SA 4.0
schliessen,praet.2sg,schlossest,kaikki-en,CC BY-SA 4.0
schliessen,praet.2sg,schlosst,kaikki-en,CC BY-SA 4.0
schliessen,praet.2pl,schlosst,kaikki-en,CC BY-SA 4.0
schliessen,praet.3sg,schloss,kaikki-en,CC BY-SA 4.0
schliessen,praet.3pl,schlossen,kaikki-en,CC BY-SA 4.0
schliessen,imp.2sg,schließ,kaikki-en,CC BY-SA 4.0
schliessen,imp.2sg,schließe,kaikki-en,CC BY-SA 4.0
schliessen,imp.2pl,schließt,kaikki-en,CC BY-SA 4.0
schliessen,perf.1sg,habe geschlossen,kaikki-en,CC BY-SA 4.0
schliessen,perf.1pl,haben geschlossen,kaikki-en,CC BY-SA 4.0
schliessen,konj1.perf.1sg,habe geschlossen,kaikki-en,CC BY-SA 4.0
schliessen,konj1.perf.1pl,haben geschlossen,kaikki-en,CC BY-SA 4.0
schliessen,perf.2sg,hast geschlossen,kaikki-en,CC BY-SA 4.0
schliessen,perf.2pl,habt geschlossen,kaikki-en,CC BY-SA 4.0
schliessen,konj1.perf.2sg,habest geschlossen,kaikki-en,CC BY-SA 4.0
schliessen,konj1.perf.2pl,habet geschlossen,kaikki-en,CC BY-SA 4.0
schliessen,perf.3sg,hat geschlossen,kaikki-en,CC BY-SA 4.0
schliessen,perf.3pl,haben geschlossen,kaikki-en,CC BY-SA 4.0
schliessen,konj1.perf.3sg,habe geschlossen,kaikki-en,CC BY-SA 4.0
schliessen,konj1.perf.3pl,haben geschlossen,kaikki-en,CC BY-SA 4.0
schliessen,plusq.1sg,hatte geschlossen,kaikki-en,CC BY-SA 4.0
schliessen,plusq.1pl,hatten geschlossen,kaikki-en,CC BY-SA 4.0
schliessen,konj2.plusq.1sg,hätte geschlossen,kaikki-en,CC BY-SA 4.0
schliessen,konj2.plusq.1pl,hätten geschlossen,kaikki-en,CC BY-SA 4.0
schliessen,plusq.2sg,hattest geschlossen,kaikki-en,CC BY-SA 4.0
schliessen,plusq.2pl,hattet geschlossen,kaikki-en,CC BY-SA 4.0
schliessen,konj2.plusq.2sg,hättest geschlossen,kaikki-en,CC BY-SA 4.0
schliessen,konj2.plusq.2pl,hättet geschlossen,kaikki-en,CC BY-SA 4.0
schliessen,plusq.3sg,hatte geschlossen,kaikki-en,CC BY-SA 4.0
schliessen,plusq.3pl,hatten geschlossen,kaikki-en,CC BY-SA 4.0
schliessen,konj2.plusq.3sg,hätte geschlossen,kaikki-en,CC BY-SA 4.0
schliessen,konj2.plusq.3pl,hätten geschlossen,kaikki-en,CC BY-SA 4.0
schliessen,inf.fut1,schließen werden,kaikki-en,CC BY-SA 4.0
schliessen,konj1.fut1.1sg,werde schließen,kaikki-en,CC BY-SA 4.0
schliessen,konj1.fut1.1pl,werden schließen,kaikki-en,CC BY-SA 4.0
schliessen,konj1.fut1.2sg,werdest schließen,kaikki-en,CC BY-SA 4.0
schliessen,konj1.fut1.2pl,werdet schließen,kaikki-en,CC BY-SA 4.0
schliessen,konj1.fut1.3sg,werde schließen,kaikki-en,CC BY-SA 4.0
schliessen,konj1.fut1.3pl,werden schließen,kaikki-en,CC BY-SA 4.0
schliessen,fut1.1sg,werde schließen,kaikki-en,CC BY-SA 4.0
schliessen,fut1.1pl,werden schließen,kaikki-en,CC BY-SA 4.0
schliessen,konj2.fut1.1sg,würde schließen,kaikki-en,CC BY-SA 4.0
schliessen,konj2.fut1.1pl,würden schließen,kaikki-en,CC BY-SA 4.0
schliessen,fut1.2sg,wirst schließen,kaikki-en,CC BY-SA 4.0
schliessen,fut1.2pl,werdet schließen,kaikki-en,CC BY-SA 4.0
schliessen,konj2.fut1.2sg,würdest schließen,kaikki-en,CC BY-SA 4.0
schliessen,konj2.fut1.2pl,würdet schließen,kaikki-en,CC BY-SA 4.0
schliessen,fut1.3sg,wird schließen,kaikki-en,CC BY-SA 4.0
schliessen,fut1.3pl,werden schließen,kaikki-en,CC BY-SA 4.0
schliessen,konj2.fut1.3sg,würde schließen,kaikki-en,CC BY-SA 4.0
schliessen,konj2.fut1.3pl,würden schließen,kaikki-en,CC BY-SA 4.0
schliessen,inf.fut2,geschlossen haben werden,kaikki-en,CC BY-SA 4.0
schliessen,konj1.fut2.1sg,werde geschlossen haben,kaikki-en,CC BY-SA 4.0
schliessen,konj1.fut2.1pl,werden geschlossen haben,kaikki-en,CC BY-SA 4.0
schliessen,konj1.fut2.2sg,werdest geschlossen haben,kaikki-en,CC BY-SA 4.0
schliessen,konj1.fut2.2pl,werdet geschlossen haben,kaikki-en,CC BY-SA 4.0
schliessen,konj1.fut2.3sg,werde geschlossen haben,kaikki-en,CC BY-SA 4.0
schliessen,konj1.fut2.3pl,werden geschlossen haben,kaikki-en,CC BY-SA 4.0
schliessen,fut2.1sg,werde geschlossen haben,kaikki-en,CC BY-SA 4.0
schliessen,fut2.1pl,werden geschlossen haben,kaikki-en,CC BY-SA 4.0
schliessen,konj2.fut2.1sg,würde geschlossen haben,kaikki-en,CC BY-SA 4.0
schliessen,konj2.fut2.1pl,würden geschlossen haben,kaikki-en,CC BY-SA 4.0
schliessen,fut2.2sg,wirst geschlossen haben,kaikki-en,CC BY-SA 4.0
schliessen,fut2.2pl,werdet geschlossen haben,kaikki-en,CC BY-SA 4.0
schliessen,konj2.fut2.2sg,würdest geschlossen haben,kaikki-en,CC BY-SA 4.0
schliessen,konj2.fut2.2pl,würdet geschlossen haben,kaikki-en,CC BY-SA 4.0
schliessen,fut2.3sg,wird geschlossen haben,kaikki-en,CC BY-SA 4.0
schliessen,fut2.3pl,werden geschlossen haben,kaikki-en,CC BY-SA 4.0
schliessen,konj2.fut2.3sg,würde geschlossen haben,kaikki-en,CC BY-SA 4.0
schliessen,konj2.fut2.3pl,würden geschlossen haben,kaikki-en,CC BY-SA 4.0
kochen,praes.3sg,kocht,kaikki-en,CC BY-SA 4.0
kochen,partizip2,gekocht,kaikki-en,CC BY-SA 4.0
kochen,inf,kochen,kaikki-en,CC BY-SA 4.0
kochen,partizip1,kochend,kaikki-en,CC BY-SA 4.0
kochen,praes.1sg,koche,kaikki-en,CC BY-SA 4.0
kochen,praes.1pl,kochen,kaikki-en,CC BY-SA 4.0
kochen,konj1.1sg,koche,kaikki-en,CC BY-SA 4.0
kochen,konj1.1pl,kochen,kaikki-en,CC BY-SA 4.0
kochen,praes.2sg,kochst,kaikki-en,CC BY-SA 4.0
kochen,praes.2pl,kocht,kaikki-en,CC BY-SA 4.0
kochen,konj1.2sg,kochest,kaikki-en,CC BY-SA 4.0
kochen,konj1.2pl,kochet,kaikki-en,CC BY-SA 4.0
kochen,praes.3pl,kochen,kaikki-en,CC BY-SA 4.0
kochen,konj1.3sg,koche,kaikki-en,CC BY-SA 4.0
kochen,konj1.3pl,kochen,kaikki-en,CC BY-SA 4.0
kochen,praet.1sg,kochte,kaikki-en,CC BY-SA 4.0
kochen,praet.1pl,kochten,kaikki-en,CC BY-SA 4.0
kochen,praet.2sg,kochtest,kaikki-en,CC BY-SA 4.0
kochen,praet.2pl,kochtet,kaikki-en,CC BY-SA 4.0
kochen,praet.3sg,kochte,kaikki-en,CC BY-SA 4.0
kochen,praet.3pl,kochten,kaikki-en,CC BY-SA 4.0
kochen,imp.2sg,koch,kaikki-en,CC BY-SA 4.0
kochen,imp.2sg,koche,kaikki-en,CC BY-SA 4.0
kochen,imp.2pl,kocht,kaikki-en,CC BY-SA 4.0
kochen,perf.1sg,habe gekocht,kaikki-en,CC BY-SA 4.0
kochen,perf.1pl,haben gekocht,kaikki-en,CC BY-SA 4.0
kochen,konj1.perf.1sg,habe gekocht,kaikki-en,CC BY-SA 4.0
kochen,konj1.perf.1pl,haben gekocht,kaikki-en,CC BY-SA 4.0
kochen,perf.2sg,hast gekocht,kaikki-en,CC BY-SA 4.0
kochen,perf.2pl,habt gekocht,kaikki-en,CC BY-SA 4.0
kochen,konj1.perf.2sg,habest gekocht,kaikki-en,CC BY-SA 4.0
kochen,konj1.perf.2pl,habet gekocht,kaikki-en,CC BY-SA 4.0
kochen,perf.3sg,hat gekocht,kaikki-en,CC BY-SA 4.0
kochen,perf.3pl,haben gekocht,kaikki-en,CC BY-SA 4.0
kochen,konj1.perf.3sg,habe gekocht,kaikki-en,CC BY-SA 4.0
kochen,konj1.perf.3pl,haben gekocht,kaikki-en,CC BY-SA 4.0
kochen,plusq.1sg,hatte gekocht,kaikki-en,CC BY-SA 4.0
kochen,plusq.1pl,hatten gekocht,kaikki-en,CC BY-SA 4.0
kochen,konj2.plusq.1sg,hätte gekocht,kaikki-en,CC BY-SA 4.0
kochen,konj2.plusq.1pl,hätten gekocht,kaikki-en,CC BY-SA 4.0
kochen,plusq.2sg,hattest gekocht,kaikki-en,CC BY-SA 4.0
kochen,plusq.2pl,hattet gekocht,kaikki-en,CC BY-SA 4.0
kochen,konj2.plusq.2sg,hättest gekocht,kaikki-en,CC BY-SA 4.0
kochen,konj2.plusq.2pl,hättet gekocht,kaikki-en,CC BY-SA 4.0
kochen,plusq.3sg,hatte gekocht,kaikki-en,CC BY-SA 4.0
kochen,plusq.3pl,hatten gekocht,kaikki-en,CC BY-SA 4.0
kochen,konj2.plusq.3sg,hätte gekocht,kaikki-en,CC BY-SA 4.0
kochen,konj2.plusq.3pl,hätten gekocht,kaikki-en,CC BY-SA 4.0
kochen,inf.fut1,kochen werden,kaikki-en,CC BY-SA 4.0
kochen,konj1.fut1.1sg,werde kochen,kaikki-en,CC BY-SA 4.0
kochen,konj1.fut1.1pl,werden kochen,kaikki-en,CC BY-SA 4.0
kochen,konj1.fut1.2sg,werdest kochen,kaikki-en,CC BY-SA 4.0
kochen,konj1.fut1.2pl,werdet kochen,kaikki-en,CC BY-SA 4.0
kochen,konj1.fut1.3sg,werde kochen,kaikki-en,CC BY-SA 4.0
kochen,konj1.fut1.3pl,werden kochen,kaikki-en,CC BY-SA 4.0
kochen,fut1.1sg,werde kochen,kaikki-en,CC BY-SA 4.0
kochen,fut1.1pl,werden kochen,kaikki-en,CC BY-SA 4.0
kochen,konj2.fut1.1sg,würde kochen,kaikki-en,CC BY-SA 4.0
kochen,konj2.fut1.1pl,würden kochen,kaikki-en,CC BY-SA 4.0
kochen,fut1.2sg,wirst kochen,kaikki-en,CC BY-SA 4.0
kochen,fut1.2pl,werdet kochen,kaikki-en,CC BY-SA 4.0
kochen,konj2.fut1.2sg,würdest kochen,kaikki-en,CC BY-SA 4.0
kochen,konj2.fut1.2pl,würdet kochen,kaikki-en,CC BY-SA 4.0
kochen,fut1.3sg,wird kochen,kaikki-en,CC BY-SA 4.0
kochen,fut1.3pl,werden kochen,kaikki-en,CC BY-SA 4.0
kochen,konj2.fut1.3sg,würde kochen,kaikki-en,CC BY-SA 4.0
kochen,konj2.fut1.3pl,würden kochen,kaikki-en,CC BY-SA 4.0
kochen,inf.fut2,gekocht haben werden,kaikki-en,CC BY-SA 4.0
kochen,konj1.fut2.1sg,werde gekocht haben,kaikki-en,CC BY-SA 4.0
kochen,konj1.fut2.1pl,werden gekocht haben,kaikki-en,CC BY-SA 4.0
kochen,konj1.fut2.2sg,werdest gekocht haben,kaikki-en,CC BY-SA 4.0
kochen,konj1.fut2.2pl,werdet gekocht haben,kaikki-en,CC BY-SA 4.0
kochen,konj1.fut2.3sg,werde gekocht haben,kaikki-en,CC BY-SA 4.0
kochen,konj1.fut2.3pl,werden gekocht haben,kaikki-en,CC BY-SA 4.0
kochen,fut2.1sg,werde gekocht haben,kaikki-en,CC BY-SA 4.0
kochen,fut2.1pl,werden gekocht haben,kaikki-en,CC BY-SA 4.0
kochen,konj2.fut2.1sg,würde gekocht haben,kaikki-en,CC BY-SA 4.0
kochen,konj2.fut2.1pl,würden gekocht haben,kaikki-en,CC BY-SA 4.0
kochen,fut2.2sg,wirst gekocht haben,kaikki-en,CC BY-SA 4.0
kochen,fut2.2pl,werdet gekocht haben,kaikki-en,CC BY-SA 4.0
