lexeme,feature,form,source,license
frei,none.nom.sg.m,freier,kaikki-en,CC BY-SA 4.0
frei,komp,freier,kaikki-en,CC BY-SA 4.0
frei,superl,am freiesten,kaikki-en,CC BY-SA 4.0
frei,superl,am freisten,kaikki-en,CC BY-SA 4.0
frei,none.nom.sg.f,freie,kaikki-en,CC BY-SA 4.0
frei,none.nom.sg.n,freies,kaikki-en,CC BY-SA 4.0
frei,none.nom.pl,freie,kaikki-en,CC BY-SA 4.0
frei,none.gen.sg.m,freien,kaikki-en,CC BY-SA 4.0
frei,none.gen.sg.f,freier,kaikki-en,CC BY-SA 4.0
frei,none.gen.sg.n,freien,kaikki-en,CC BY-SA 4.0
frei,none.gen.pl,freier,kaikki-en,CC BY-SA 4.0
frei,none.dat.sg.m,freiem,kaikki-en,CC BY-SA 4.0
frei,none.dat.sg.f,freier,kaikki-en,CC BY-SA 4.0
frei,none.dat.sg.n,freiem,kaikki-en,CC BY-SA 4.0
frei,none.dat.pl,freien,kaikki-en,CC BY-SA 4.0
frei,none.akk.sg.m,freien,kaikki-en,CC BY-SA 4.0
frei,none.akk.sg.f,freie,kaikki-en,CC BY-SA 4.0
frei,none.akk.sg.n,freies,kaikki-en,CC BY-SA 4.0
frei,none.akk.pl,freie,kaikki-en,CC BY-SA 4.0
frei,def.nom.sg.m,der freie,kaikki-en,CC BY-SA 4.0
frei,def.nom.sg.f,die freie,kaikki-en,CC BY-SA 4.0
frei,def.nom.sg.n,das freie,kaikki-en,CC BY-SA 4.0
frei,def.nom.pl,die freien,kaikki-en,CC BY-SA 4.0
frei,def.gen.sg.m,des freien,kaikki-en,CC BY-SA 4.0
frei,def.gen.sg.f,der freien,kaikki-en,CC BY-SA 4.0
frei,def.gen.sg.n,des freien,kaikki-en,CC BY-SA 4.0
frei,def.gen.pl,der freien,kaikki-en,CC BY-SA 4.0
frei,def.dat.sg.m,dem freien,kaikki-en,CC BY-SA 4.0
frei,def.dat.sg.f,der freien,kaikki-en,CC BY-SA 4.0
frei,def.dat.sg.n,dem freien,kaikki-en,CC BY-SA 4.0
frei,def.dat.pl,den freien,kaikki-en,CC BY-SA 4.0
frei,def.akk.sg.m,den freien,kaikki-en,CC BY-SA 4.0
frei,def.akk.sg.f,die freie,kaikki-en,CC BY-SA 4.0
frei,def.akk.sg.n,das freie,kaikki-en,CC BY-SA 4.0
frei,def.akk.pl,die freien,kaikki-en,CC BY-SA 4.0
frei,indef.nom.sg.m,ein freier,kaikki-en,CC BY-SA 4.0
frei,indef.nom.sg.f,eine freie,kaikki-en,CC BY-SA 4.0
frei,indef.nom.sg.n,ein freies,kaikki-en,CC BY-SA 4.0
frei,indef.nom.pl,freien,kaikki-en,CC BY-SA 4.0
frei,indef.nom.pl,keine freien,kaikki-en,CC BY-SA 4.0
frei,indef.gen.sg.m,eines freien,kaikki-en,CC BY-SA 4.0
frei,indef.gen.sg.f,einer freien,kaikki-en,CC BY-SA 4.0
frei,indef.gen.sg.n,eines freien,kaikki-en,CC BY-SA 4.0
frei,indef.gen.pl,freien,kaikki-en,CC BY-SA 4.0
frei,indef.gen.pl,keiner freien,kaikki-en,CC BY-SA 4.0
frei,indef.dat.sg.m,einem freien,kaikki-en,CC BY-SA 4.0
frei,indef.dat.sg.f,einer freien,kaikki-en,CC BY-SA 4.0
frei,indef.dat.sg.n,einem freien,kaikki-en,CC BY-SA 4.0
frei,indef.dat.pl,freien,kaikki-en,CC BY-SA 4.0
frei,indef.dat.pl,keinen freien,kaikki-en,CC BY-SA 4.0
frei,indef.akk.sg.m,einen freien,kaikki-en,CC BY-SA 4.0
frei,indef.akk.sg.f,eine freie,kaikki-en,CC BY-SA 4.0
frei,indef.akk.sg.n,ein freies,kaikki-en,CC BY-SA 4.0
frei,indef.akk.pl,freien,kaikki-en,CC BY-SA 4.0
frei,indef.akk.pl,keine freien,kaikki-en,CC BY-SA 4.0
frei,komp.none.nom.sg.m,freierer,kaikki-en,CC BY-SA 4.0
frei,komp.none.nom.sg.f,freiere,kaikki-en,CC BY-SA 4.0
frei,komp.none.nom.sg.n,freieres,kaikki-en,CC BY-SA 4.0
frei,komp.none.nom.pl,freiere,kaikki-en,CC BY-SA 4.0
frei,komp.none.gen.sg.m,freieren,kaikki-en,CC BY-SA 4.0
frei,komp.none.gen.sg.f,freierer,kaikki-en,CC BY-SA 4.0
frei,komp.none.gen.sg.n,freieren,kaikki-en,CC BY-SA 4.0
frei,komp.none.gen.pl,freierer,kaikki-en,CC BY-SA 4.0
frei,komp.none.dat.sg.m,freierem,kaikki-en,CC BY-SA 4.0
frei,komp.none.dat.sg.f,freierer,kaikki-en,CC BY-SA 4.0
frei,komp.none.dat.sg.n,freierem,kaikki-en,CC BY-SA 4.0
frei,komp.none.dat.pl,freieren,kaikki-en,CC BY-SA 4.0
frei,komp.none.akk.sg.m,freieren,kaikki-en,CC BY-SA 4.0
frei,komp.none.akk.sg.f,freiere,kaikki-en,CC BY-SA 4.0
frei,komp.none.akk.sg.n,freieres,kaikki-en,CC BY-SA 4.0
frei,komp.none.akk.pl,freiere,kaikki-en,CC BY-SA 4.0
frei,komp.def.nom.sg.m,der freiere,kaikki-en,CC BY-SA 4.0
frei,komp.def.nom.sg.f,die freiere,kaikki-en,CC BY-SA 4.0
frei,komp.def.nom.sg.n,das freiere,kaikki-en,CC BY-SA 4.0
frei,komp.def.nom.pl,die freieren,kaikki-en,CC BY-SA 4.0
frei,komp.def.gen.sg.m,des freieren,kaikki-en,CC BY-SA 4.0
frei,komp.def.gen.sg.f,der freieren,kaikki-en,CC BY-SA 4.0
frei,komp.def.gen.sg.n,des freieren,kaikki-en,CC BY-SA 4.0
frei,komp.def.gen.pl,der freieren,kaikki-en,CC BY-SA 4.0
frei,komp.def.dat.sg.m,dem freieren,kaikki-en,CC BY-SA 4.0
frei,komp.def.dat.sg.f,der freieren,kaikki-en,CC BY-SA 4.0
frei,komp.def.dat.sg.n,dem freieren,kaikki-en,CC BY-SA 4.0
frei,komp.def.dat.pl,den freieren,kaikki-en,CC BY-SA 4.0
frei,komp.def.akk.sg.m,den freieren,kaikki-en,CC BY-SA 4.0
frei,komp.def.akk.sg.f,die freiere,kaikki-en,CC BY-SA 4.0
frei,komp.def.akk.sg.n,das freiere,kaikki-en,CC BY-SA 4.0
frei,komp.def.akk.pl,die freieren,kaikki-en,CC BY-SA 4.0
frei,komp.indef.nom.sg.m,ein freierer,kaikki-en,CC BY-SA 4.0
frei,komp.indef.nom.sg.f,eine freiere,kaikki-en,CC BY-SA 4.0
frei,komp.indef.nom.sg.n,ein freieres,kaikki-en,CC BY-SA 4.0
frei,komp.indef.nom.pl,freieren,kaikki-en,CC BY-SA 4.0
frei,komp.indef.nom.pl,keine freieren,kaikki-en,CC BY-SA 4.0
frei,komp.indef.gen.sg.m,eines freieren,kaikki-en,CC BY-SA 4.0
frei,komp.indef.gen.sg.f,einer freieren,kaikki-en,CC BY-SA 4.0
frei,komp.indef.gen.sg.n,eines freieren,kaikki-en,CC BY-SA 4.0
frei,komp.indef.gen.pl,freieren,kaikki-en,CC BY-SA 4.0
frei,komp.indef.gen.pl,keiner freieren,kaikki-en,CC BY-SA 4.0
frei,komp.indef.dat.sg.m,einem freieren,kaikki-en,CC BY-SA 4.0
frei,komp.indef.dat.sg.f,einer freieren,kaikki-en,CC BY-SA 4.0
frei,komp.indef.dat.sg.n,einem freieren,kaikki-en,CC BY-SA 4.0
frei,komp.indef.dat.pl,freieren,kaikki-en,CC BY-SA 4.0
frei,komp.indef.dat.pl,keinen freieren,kaikki-en,CC BY-SA 4.0
frei,komp.indef.akk.sg.m,einen freieren,kaikki-en,CC BY-SA 4.0
frei,komp.indef.akk.sg.f,eine freiere,kaikki-en,CC BY-SA 4.0
frei,komp.indef.akk.sg.n,ein freieres,kaikki-en,CC BY-SA 4.0
frei,komp.indef.akk.pl,freieren,kaikki-en,CC BY-SA 4.0
frei,komp.indef.akk.pl,keine freieren,kaikki-en,CC BY-SA 4.0
frei,superl.none.nom.sg.m,freiester,kaikki-en,CC BY-SA 4.0
frei,superl.none.nom.sg.m,freister,kaikki-en,CC BY-SA 4.0
frei,superl.none.nom.sg.f,freieste,kaikki-en,CC BY-SA 4.0
frei,superl.none.nom.sg.f,freiste,kaikki-en,CC BY-SA 4.0
frei,superl.none.nom.sg.n,freiestes,kaikki-en,CC BY-SA 4.0
frei,superl.none.nom.sg.n,freistes,kaikki-en,CC BY-SA 4.0
frei,superl.none.nom.pl,freieste,kaikki-en,CC BY-SA 4.0
frei,superl.none.nom.pl,freiste,kaikki-en,CC BY-SA 4.0
frei,superl.none.gen.sg.m,freiesten,kaikki-en,CC BY-SA 4.0
frei,superl.none.gen.sg.m,freisten,kaikki-en,CC BY-SA 4.0
frei,superl.none.gen.sg.f,freiester,kaikki-en,CC BY-SA 4.0
frei,superl.none.gen.sg.f,freister,kaikki-en,CC BY-SA 4.0
frei,superl.none.gen.sg.n,freiesten,kaikki-en,CC BY-SA 4.0
frei,superl.none.gen.sg.n,freisten,kaikki-en,CC BY-SA 4.0
frei,superl.none.gen.pl,freiester,kaikki-en,CC BY-SA 4.0
frei,superl.none.gen.pl,freister,kaikki-en,CC BY-SA 4.0
frei,superl.none.dat.sg.m,freiestem,kaikki-en,CC BY-SA 4.0
frei,superl.none.dat.sg.m,freistem,kaikki-en,CC BY-SA 4.0
frei,superl.none.dat.sg.f,freiester,kaikki-en,CC BY-SA 4.0
frei,superl.none.dat.sg.f,freister,kaikki-en,CC BY-SA 4.0
frei,superl.none.dat.sg.n,freiestem,kaikki-en,CC BY-SA 4.0
frei,superl.none.dat.sg.n,freistem,kaikki-en,CC BY-SA 4.0
frei,superl.none.dat.pl,freiesten,kaikki-en,CC BY-SA 4.0
frei,superl.none.dat.pl,freisten,kaikki-en,CC BY-SA 4.0
frei,superl.none.akk.sg.m,freiesten,kaikki-en,CC BY-SA 4.0
frei,superl.none.akk.sg.m,freisten,kaikki-en,CC BY-SA 4.0
frei,superl.none.akk.sg.f,freieste,kaikki-en,CC BY-SA 4.0
frei,superl.none.akk.sg.f,freiste,kaikki-en,CC BY-SA 4.0
frei,superl.none.akk.sg.n,freiestes,kaikki-en,CC BY-SA 4.0
frei,superl.none.akk.sg.n,freistes,kaikki-en,CC BY-SA 4.0
frei,superl.none.akk.pl,freieste,kaikki-en,CC BY-SA 4.0
frei,superl.none.akk.pl,freiste,kaikki-en,CC BY-SA 4.0
frei,superl.def.nom.sg.m,der freieste,kaikki-en,CC BY-SA 4.0
frei,superl.def.nom.sg.m,der freiste,kaikki-en,CC BY-SA 4.0
frei,superl.def.nom.sg.f,die freieste,kaikki-en,CC BY-SA 4.0
frei,superl.def.nom.sg.f,die freiste,kaikki-en,CC BY-SA 4.0
frei,superl.def.nom.sg.n,das freieste,kaikki-en,CC BY-SA 4.0
frei,superl.def.nom.sg.n,das freiste,kaikki-en,CC BY-SA 4.0
frei,superl.def.nom.pl,die freiesten,kaikki-en,CC BY-SA 4.0
frei,superl.def.nom.pl,die freisten,kaikki-en,CC BY-SA 4.0
frei,superl.def.gen.sg.m,des freiesten,kaikki-en,CC BY-SA 4.0
frei,superl.def.gen.sg.m,des freisten,kaikki-en,CC BY-SA 4.0
frei,superl.def.gen.sg.f,der freiesten,kaikki-en,CC BY-SA 4.0
frei,superl.def.gen.sg.f,der freisten,kaikki-en,CC BY-SA 4.0
frei,superl.def.gen.sg.n,des freiesten,kaikki-en,CC BY-SA 4.0
frei,superl.def.gen.sg.n,des freisten,kaikki-en,CC BY-SA 4.0
frei,superl.def.gen.pl,der freiesten,kaikki-en,CC BY-SA 4.0
frei,superl.def.gen.pl,der freisten,kaikki-en,CC BY-SA 4.0
frei,superl.def.dat.sg.m,dem freiesten,kaikki-en,CC BY-SA 4.0
frei,superl.def.dat.sg.m,dem freisten,kaikki-en,CC BY-SA 4.0
frei,superl.def.dat.sg.f,der freiesten,kaikki-en,CC BY-SA 4.0
frei,superl.def.dat.sg.f,der freisten,kaikki-en,CC BY-SA 4.0
frei,superl.def.dat.sg.n,dem freiesten,kaikki-en,CC BY-SA 4.0
frei,superl.def.dat.sg.n,dem freisten,kaikki-en,CC BY-SA 4.0
frei,superl.def.dat.pl,den freiesten,kaikki-en,CC BY-SA 4.0
frei,superl.def.dat.pl,den freisten,kaikki-en,CC BY-SA 4.0
frei,superl.def.akk.sg.m,den freiesten,kaikki-en,CC BY-SA 4.0
frei,superl.def.akk.sg.m,den freisten,kaikki-en,CC BY-SA 4.0
frei,superl.def.akk.sg.f,die freieste,kaikki-en,CC BY-SA 4.0
frei,superl.def.akk.sg.f,die freiste,kaikki-en,CC BY-SA 4.0
frei,superl.def.akk.sg.n,das freieste,kaikki-en,CC BY-SA 4.0
frei,superl.def.akk.sg.n,das freiste,kaikki-en,CC BY-SA 4.0
frei,superl.def.akk.pl,die freiesten,kaikki-en,CC BY-SA 4.0
frei,superl.def.akk.pl,die freisten,kaikki-en,CC BY-SA 4.0
frei,superl.indef.nom.sg.m,ein freiester,kaikki-en,CC BY-SA 4.0
frei,superl.indef.nom.sg.m,ein freister,kaikki-en,CC BY-SA 4.0
frei,superl.indef.nom.sg.f,eine freieste,kaikki-en,CC BY-SA 4.0
frei,superl.indef.nom.sg.f,eine freiste,kaikki-en,CC BY-SA 4.0
frei,superl.indef.nom.sg.n,ein freiestes,kaikki-en,CC BY-SA 4.0
frei,superl.indef.nom.sg.n,ein freistes,kaikki-en,CC BY-SA 4.0
frei,superl.indef.nom.pl,freiesten,kaikki-en,CC BY-SA 4.0
frei,superl.indef.nom.pl,keine freiesten,kaikki-en,CC BY-SA 4.0
frei,superl.indef.nom.pl,freisten,kaikki-en,CC BY-SA 4.0
frei,superl.indef.nom.pl,keine freisten,kaikki-en,CC BY-SA 4.0
frei,superl.indef.gen.sg.m,eines freiesten,kaikki-en,CC BY-SA 4.0
frei,superl.indef.gen.sg.m,eines freisten,kaikki-en,CC BY-SA 4.0
frei,superl.indef.gen.sg.f,einer freiesten,kaikki-en,CC BY-SA 4.0
frei,superl.indef.gen.sg.f,einer freisten,kaikki-en,CC BY-SA 4.0
frei,superl.indef.gen.sg.n,eines freiesten,kaikki-en,CC BY-SA 4.0
frei,superl.indef.gen.sg.n,eines freisten,kaikki-en,CC BY-SA 4.0
frei,superl.indef.gen.pl,freiesten,kaikki-en,CC BY-SA 4.0
frei,superl.indef.gen.pl,keiner freiesten,kaikki-en,CC BY-SA 4.0
frei,superl.indef.gen.pl,freisten,kaikki-en,CC BY-SA 4.0
frei,superl.indef.gen.pl,keiner freisten,kaikki-en,CC BY-SA 4.0
frei,superl.indef.dat.sg.m,einem freiesten,kaikki-en,CC BY-SA 4.0
frei,superl.indef.dat.sg.m,einem freisten,kaikki-en,CC BY-SA 4.0
frei,superl.indef.dat.sg.f,einer freiesten,kaikki-en,CC BY-SA 4.0
frei,superl.indef.dat.sg.f,einer freisten,kaikki-en,CC BY-SA 4.0
frei,superl.indef.dat.sg.n,einem freiesten,kaikki-en,CC BY-SA 4.0
frei,superl.indef.dat.sg.n,einem freisten,kaikki-en,CC BY-SA 4.0
frei,superl.indef.dat.pl,freiesten,kaikki-en,CC BY-SA 4.0
frei,superl.indef.dat.pl,keinen freiesten,kaikki-en,CC BY-SA 4.0
frei,superl.indef.dat.pl,freisten,kaikki-en,CC BY-SA 4.0
frei,superl.indef.dat.pl,keinen freisten,kaikki-en,CC BY-SA 4.0
frei,superl.indef.akk.sg.m,einen freiesten,kaikki-en,CC BY-SA 4.0
frei,superl.indef.akk.sg.m,einen freisten,kaikki-en,CC BY-SA 4.0
frei,superl.indef.akk.sg.f,eine freieste,kaikki-en,CC BY-SA 4.0
frei,superl.indef.akk.sg.f,eine freiste,kaikki-en,CC BY-SA 4.0
frei,superl.indef.akk.sg.n,ein freiestes,kaikki-en,CC BY-SA 4.0
frei,superl.indef.akk.sg.n,ein freistes,kaikki-en,CC BY-SA 4.0
frei,superl.indef.akk.pl,freiesten,kaikki-en,CC BY-SA 4.0
frei,superl.indef.akk.pl,keine freiesten,kaikki-en,CC BY-SA 4.0
frei,superl.indef.akk.pl,freisten,kaikki-en,CC BY-SA 4.0
frei,superl.indef.akk.pl,keine freisten,kaikki-en,CC BY-SA 4.0
haus,gen,Hauses,kaikki-en,CC BY-SA 4.0
haus,pl,Häuser,kaikki-en,CC BY-SA 4.0
haus,nom.sg,Haus,kaikki-en,CC BY-SA 4.0
haus,def.nom.pl,Häuser,kaikki-en,CC BY-SA 4.0
haus,gen.sg,Hauses,kaikki-en,CC BY-SA 4.0
haus,def.gen.pl,Häuser,kaikki-en,CC BY-SA 4.0
haus,dat.sg,Haus,kaikki-en,CC BY-SA 4.0
haus,dat.sg,Hause,kaikki-en,CC BY-SA 4.0
haus,def.dat.pl,Häusern,kaikki-en,CC BY-SA 4.0
haus,akk.sg,Haus,kaikki-en,CC BY-SA 4.0
haus,def.akk.pl,Häuser,kaikki-en,CC BY-SA 4.0
hell,none.nom.sg.m,heller,kaikki-en,CC BY-SA 4.0
hell,komp,heller,kaikki-en,CC BY-SA 4.0
hell,superl,am hellsten,kaikki-en,CC BY-SA 4.0
hell,none.nom.sg.f,helle,kaikki-en,CC BY-SA 4.0
hell,none.nom.sg.n,helles,kaikki-en,CC BY-SA 4.0
hell,none.nom.pl,helle,kaikki-en,CC BY-SA 4.0
hell,none.gen.sg.m,hellen,kaikki-en,CC BY-SA 4.0
hell,none.gen.sg.f,heller,kaikki-en,CC BY-SA 4.0
hell,none.gen.sg.n,hellen,kaikki-en,CC BY-SA 4.0
hell,none.gen.pl,heller,kaikki-en,CC BY-SA 4.0
hell,none.dat.sg.m,hellem,kaikki-en,CC BY-SA 4.0
hell,none.dat.sg.f,heller,kaikki-en,CC BY-SA 4.0
hell,none.dat.sg.n,hellem,kaikki-en,CC BY-SA 4.0
hell,none.dat.pl,hellen,kaikki-en,CC BY-SA 4.0
hell,none.akk.sg.m,hellen,kaikki-en,CC BY-SA 4.0
hell,none.akk.sg.f,helle,kaikki-en,CC BY-SA 4.0
hell,none.akk.sg.n,helles,kaikki-en,CC BY-SA 4.0
hell,none.akk.pl,helle,kaikki-en,CC BY-SA 4.0
hell,def.nom.sg.m,der helle,kaikki-en,CC BY-SA 4.0
hell,def.nom.sg.f,die helle,kaikki-en,CC BY-SA 4.0
hell,def.nom.sg.n,das helle,kaikki-en,CC BY-SA 4.0
hell,def.nom.pl,die hellen,kaikki-en,CC BY-SA 4.0
hell,def.gen.sg.m,des hellen,kaikki-en,CC BY-SA 4.0
hell,def.gen.sg.f,der hellen,kaikki-en,CC BY-SA 4.0
hell,def.gen.sg.n,des hellen,kaikki-en,CC BY-SA 4.0
hell,def.gen.pl,der hellen,kaikki-en,CC BY-SA 4.0
hell,def.dat.sg.m,dem hellen,kaikki-en,CC BY-SA 4.0
hell,def.dat.sg.f,der hellen,kaikki-en,CC BY-SA 4.0
hell,def.dat.sg.n,dem hellen,kaikki-en,CC BY-SA 4.0
hell,def.dat.pl,den hellen,kaikki-en,CC BY-SA 4.0
hell,def.akk.sg.m,den hellen,kaikki-en,CC BY-SA 4.0
hell,def.akk.sg.f,die helle,kaikki-en,CC BY-SA 4.0
hell,def.akk.sg.n,das helle,kaikki-en,CC BY-SA 4.0
hell,def.akk.pl,die hellen,kaikki-en,CC BY-SA 4.0
hell,indef.nom.sg.m,ein heller,kaikki-en,CC BY-SA 4.0
hell,indef.nom.sg.f,eine helle,kaikki-en,CC BY-SA 4.0
hell,indef.nom.sg.n,ein helles,kaikki-en,CC BY-SA 4.0
hell,indef.nom.pl,hellen,kaikki-en,CC BY-SA 4.0
hell,indef.nom.pl,keine hellen,kaikki-en,CC BY-SA 4.0
hell,indef.gen.sg.m,eines hellen,kaikki-en,CC BY-SA 4.0
hell,indef.gen.sg.f,einer hellen,kaikki-en,CC BY-SA 4.0
hell,indef.gen.sg.n,eines hellen,kaikki-en,CC BY-SA 4.0
hell,indef.gen.pl,hellen,kaikki-en,CC BY-SA 4.0
hell,indef.gen.pl,keiner hellen,kaikki-en,CC BY-SA 4.0
hell,indef.dat.sg.m,einem hellen,kaikki-en,CC BY-SA 4.0
hell,indef.dat.sg.f,einer hellen,kaikki-en,CC BY-SA 4.0
hell,indef.dat.sg.n,einem hellen,kaikki-en,CC BY-SA 4.0
hell,indef.dat.pl,hellen,kaikki-en,CC BY-SA 4.0
hell,indef.dat.pl,keinen hellen,kaikki-en,CC BY-SA 4.0
hell,indef.akk.sg.m,einen hellen,kaikki-en,CC BY-SA 4.0
hell,indef.akk.sg.f,eine helle,kaikki-en,CC BY-SA 4.0
hell,indef.akk.sg.n,ein helles,kaikki-en,CC BY-SA 4.0
hell,indef.akk.pl,hellen,kaikki-en,CC BY-SA 4.0
hell,indef.akk.pl,keine hellen,kaikki-en,CC BY-SA 4.0
hell,komp.none.nom.sg.m,hellerer,kaikki-en,CC BY-SA 4.0
hell,komp.none.nom.sg.f,hellere,kaikki-en,CC BY-SA 4.0
hell,komp.none.nom.sg.n,helleres,kaikki-en,CC BY-SA 4.0
hell,komp.none.nom.pl,hellere,kaikki-en,CC BY-SA 4.0
hell,komp.none.gen.sg.m,helleren,kaikki-en,CC BY-SA 4.0
hell,komp.none.gen.sg.f,hellerer,kaikki-en,CC BY-SA 4.0
hell,komp.none.gen.sg.n,helleren,kaikki-en,CC BY-SA 4.0
hell,komp.none.gen.pl,hellerer,kaikki-en,CC BY-SA 4.0
hell,komp.none.dat.sg.m,hellerem,kaikki-en,CC BY-SA 4.0
hell,komp.none.dat.sg.f,hellerer,kaikki-en,CC BY-SA 4.0
hell,komp.none.dat.sg.n,hellerem,kaikki-en,CC BY-SA 4.0
hell,komp.none.dat.pl,helleren,kaikki-en,CC BY-SA 4.0
hell,komp.none.akk.sg.m,helleren,kaikki-en,CC BY-SA 4.0
hell,komp.none.akk.sg.f,hellere,kaikki-en,CC BY-SA 4.0
hell,komp.none.akk.sg.n,helleres,kaikki-en,CC BY-SA 4.0
hell,komp.none.akk.pl,hellere,kaikki-en,CC BY-SA 4.0
hell,komp.def.nom.sg.m,der hellere,kaikki-en,CC BY-SA 4.0
hell,komp.def.nom.sg.f,die hellere,kaikki-en,CC BY-SA 4.0
hell,komp.def.nom.sg.n,das hellere,kaikki-en,CC BY-SA 4.0
hell,komp.def.nom.pl,die helleren,kaikki-en,CC BY-SA 4.0
hell,komp.def.gen.sg.m,des helleren,kaikki-en,CC BY-SA 4.0
hell,komp.def.gen.sg.f,der helleren,kaikki-en,CC BY-SA 4.0
hell,komp.def.gen.sg.n,des helleren,kaikki-en,CC BY-SA 4.0
hell,komp.def.gen.pl,der helleren,kaikki-en,CC BY-SA 4.0
hell,komp.def.dat.sg.m,dem helleren,kaikki-en,CC BY-SA 4.0
hell,komp.def.dat.sg.f,der helleren,kaikki-en,CC BY-SA 4.0
hell,komp.def.dat.sg.n,dem helleren,kaikki-en,CC BY-SA 4.0
hell,komp.def.dat.pl,den helleren,kaikki-en,CC BY-SA 4.0
hell,komp.def.akk.sg.m,den helleren,kaikki-en,CC BY-SA 4.0
hell,komp.def.akk.sg.f,die hellere,kaikki-en,CC BY-SA 4.0
hell,komp.def.akk.sg.n,das hellere,kaikki-en,CC BY-SA 4.0
hell,komp.def.akk.pl,die helleren,kaikki-en,CC BY-SA 4.0
hell,komp.indef.nom.sg.m,ein hellerer,kaikki-en,CC BY-SA 4.0
hell,komp.indef.nom.sg.f,eine hellere,kaikki-en,CC BY-SA 4.0
hell,komp.indef.nom.sg.n,ein helleres,kaikki-en,CC BY-SA 4.0
hell,komp.indef.nom.pl,helleren,kaikki-en,CC BY-SA 4.0
hell,komp.indef.nom.pl,keine helleren,kaikki-en,CC BY-SA 4.0
hell,komp.indef.gen.sg.m,eines helleren,kaikki-en,CC BY-SA 4.0
hell,komp.indef.gen.sg.f,einer helleren,kaikki-en,CC BY-SA 4.0
hell,komp.indef.gen.sg.n,eines helleren,kaikki-en,CC BY-SA 4.0
hell,komp.indef.gen.pl,helleren,kaikki-en,CC BY-SA 4.0
hell,komp.indef.gen.pl,keiner helleren,kaikki-en,CC BY-SA 4.0
hell,komp.indef.dat.sg.m,einem helleren,kaikki-en,CC BY-SA 4.0
hell,komp.indef.dat.sg.f,einer helleren,kaikki-en,CC BY-SA 4.0
hell,komp.indef.dat.sg.n,einem helleren,kaikki-en,CC BY-SA 4.0
hell,komp.indef.dat.pl,helleren,kaikki-en,CC BY-SA 4.0
hell,komp.indef.dat.pl,keinen helleren,kaikki-en,CC BY-SA 4.0
hell,komp.indef.akk.sg.m,einen helleren,kaikki-en,CC BY-SA 4.0
hell,komp.indef.akk.sg.f,eine hellere,kaikki-en,CC BY-SA 4.0
hell,komp.indef.akk.sg.n,ein helleres,kaikki-en,CC BY-SA 4.0
hell,komp.indef.akk.pl,helleren,kaikki-en,CC BY-SA 4.0
hell,komp.indef.akk.pl,keine helleren,kaikki-en,CC BY-SA 4.0
hell,superl.none.nom.sg.m,hellster,kaikki-en,CC BY-SA 4.0
hell,superl.none.nom.sg.f,hellste,kaikki-en,CC BY-SA 4.0
hell,superl.none.nom.sg.n,hellstes,kaikki-en,CC BY-SA 4.0
hell,superl.none.nom.pl,hellste,kaikki-en,CC BY-SA 4.0
hell,superl.none.gen.sg.m,hellsten,kaikki-en,CC BY-SA 4.0
hell,superl.none.gen.sg.f,hellster,kaikki-en,CC BY-SA 4.0
hell,superl.none.gen.sg.n,hellsten,kaikki-en,CC BY-SA 4.0
hell,superl.none.gen.pl,hellster,kaikki-en,CC BY-SA 4.0
hell,superl.none.dat.sg.m,hellstem,kaikki-en,CC BY-SA 4.0
hell,superl.none.dat.sg.f,hellster,kaikki-en,CC BY-SA 4.0
hell,superl.none.dat.sg.n,hellstem,kaikki-en,CC BY-SA 4.0
hell,superl.none.dat.pl,hellsten,kaikki-en,CC BY-SA 4.0
hell,superl.none.akk.sg.m,hellsten,kaikki-en,CC BY-SA 4.0
hell,superl.none.akk.sg.f,hellste,kaikki-en,CC BY-SA 4.0
hell,superl.none.akk.sg.n,hellstes,kaikki-en,CC BY-SA 4.0
hell,superl.none.akk.pl,hellste,kaikki-en,CC BY-SA 4.0
hell,superl.def.nom.sg.m,der hellste,kaikki-en,CC BY-SA 4.0
hell,superl.def.nom.sg.f,die hellste,kaikki-en,CC BY-SA 4.0
hell,superl.def.nom.sg.n,das hellste,kaikki-en,CC BY-SA 4.0
hell,superl.def.nom.pl,die hellsten,kaikki-en,CC BY-SA 4.0
hell,superl.def.gen.sg.m,des hellsten,kaikki-en,CC BY-SA 4.0
hell,superl.def.gen.sg.f,der hellsten,kaikki-en,CC BY-SA 4.0
hell,superl.def.gen.sg.n,des hellsten,kaikki-en,CC BY-SA 4.0
hell,superl.def.gen.pl,der hellsten,kaikki-en,CC BY-SA 4.0
hell,superl.def.dat.sg.m,dem hellsten,kaikki-en,CC BY-SA 4.0
hell,superl.def.dat.sg.f,der hellsten,kaikki-en,CC BY-SA 4.0
hell,superl.def.dat.sg.n,dem hellsten,kaikki-en,CC BY-SA 4.0
hell,superl.def.dat.pl,den hellsten,kaikki-en,CC BY-SA 4.0
hell,superl.def.akk.sg.m,den hellsten,kaikki-en,CC BY-SA 4.0
hell,superl.def.akk.sg.f,die hellste,kaikki-en,CC BY-SA 4.0
hell,superl.def.akk.sg.n,das hellste,kaikki-en,CC BY-SA 4.0
hell,superl.def.akk.pl,die hellsten,kaikki-en,CC BY-SA 4.0
hell,superl.indef.nom.sg.m,ein hellster,kaikki-en,CC BY-SA 4.0
hell,superl.indef.nom.sg.f,eine hellste,kaikki-en,CC BY-SA 4.0
hell,superl.indef.nom.sg.n,ein hellstes,kaikki-en,CC BY-SA 4.0
