id	файл	ключ	заведён	примечание
de:speisekarte:_:genus	data/de_nouns.csv	Speisekarte|_|genus	2026-08-26	
de:sport:_:genus	data/de_nouns.csv	Sport|_|genus	2026-08-26	
de:sprache:_:genus	data/de_nouns.csv	Sprache|_|genus	2026-08-26	
de:stadt:_:genus	data/de_nouns.csv	Stadt|_|genus	2026-08-26	
de:stelle:_:genus	data/de_nouns.csv	Stelle|_|genus	2026-08-26	
de:stock:_:genus	data/de_nouns.csv	Stock|_|genus	2026-08-26	
de:strassenbahn:_:genus	data/de_nouns.csv	Straßenbahn|_|genus	2026-08-26	
de:student:_:genus	data/de_nouns.csv	Student|_|genus	2026-08-26	
de:studium:_:genus	data/de_nouns.csv	Studium|_|genus	2026-08-26	
de:stunde:_:genus	data/de_nouns.csv	Stunde|_|genus	2026-08-26	
de:tasche:_:genus	data/de_nouns.csv	Tasche|_|genus	2026-08-26	
de:taxi:_:genus	data/de_nouns.csv	Taxi|_|genus	2026-08-26	
de:tee:_:genus	data/de_nouns.csv	Tee|_|genus	2026-08-26	
de:teil:_:genus	data/de_nouns.csv	Teil|_|genus	2026-08-26	
de:telefon:_:genus	data/de_nouns.csv	Telefon|_|genus	2026-08-26	
de:termin:_:genus	data/de_nouns.csv	Termin|_|genus	2026-08-26	
de:test:_:genus	data/de_nouns.csv	Test|_|genus	2026-08-26	
de:text:_:genus	data/de_nouns.csv	Text|_|genus	2026-08-26	
de:thema:_:genus	data/de_nouns.csv	Thema|_|genus	2026-08-26	
de:ticket:_:genus	data/de_nouns.csv	Ticket|_|genus	2026-08-26	
de:tochter:_:genus	data/de_nouns.csv	Tochter|_|genus	2026-08-26	
de:toilette:_:genus	data/de_nouns.csv	Toilette|_|genus	2026-08-26	
de:tomate:_:genus	data/de_nouns.csv	Tomate|_|genus	2026-08-26	
de:treppe:_:genus	data/de_nouns.csv	Treppe|_|genus	2026-08-26	
de:uhr:_:genus	data/de_nouns.csv	Uhr|_|genus	2026-08-26	
de:unterricht:_:genus	data/de_nouns.csv	Unterricht|_|genus	2026-08-26	
de:unterschrift:_:genus	data/de_nouns.csv	Unterschrift|_|genus	2026-08-26	
de:urlaub:_:genus	data/de_nouns.csv	Urlaub|_|genus	2026-08-26	
de:vater:_:genus	data/de_nouns.csv	Vater|_|genus	2026-08-26	
de:verein:_:genus	data/de_nouns.csv	Verein|_|genus	2026-08-26	
de:verkaeufer:_:genus	data/de_nouns.csv	Verkäufer|_|genus	2026-08-26	
de:vermieter:_:genus	data/de_nouns.csv	Vermieter|_|genus	2026-08-26	
de:verwandte:_:genus	data/de_nouns.csv	Verwandte|_|genus	2026-08-26	
de:vorname:_:genus	data/de_nouns.csv	Vorname|_|genus	2026-08-26	
de:vorsicht:_:genus	data/de_nouns.csv	Vorsicht|_|genus	2026-08-26	
de:vorwahl:_:genus	data/de_nouns.csv	Vorwahl|_|genus	2026-08-26	
de:wein:_:genus	data/de_nouns.csv	Wein|_|genus	2026-08-26	
de:welt:_:genus	data/de_nouns.csv	Welt|_|genus	2026-08-26	
de:wetter:_:genus	data/de_nouns.csv	Wetter|_|genus	2026-08-26	
de:wiederhoeren:_:genus	data/de_nouns.csv	Wiederhören|_|genus	2026-08-26	
de:wiedersehen:_:genus	data/de_nouns.csv	Wiedersehen|_|genus	2026-08-26	
de:wind:_:genus	data/de_nouns.csv	Wind|_|genus	2026-08-26	
de:wohnung:_:genus	data/de_nouns.csv	Wohnung|_|genus	2026-08-26	
de:wort:_:genus	data/de_nouns.csv	Wort|_|genus	2026-08-26	
de:zeit:_:genus	data/de_nouns.csv	Zeit|_|genus	2026-08-26	
de:zeitung:_:genus	data/de_nouns.csv	Zeitung|_|genus	2026-08-26	
de:zigarette:_:genus	data/de_nouns.csv	Zigarette|_|genus	2026-08-26	
de:zimmer:_:genus	data/de_nouns.csv	Zimmer|_|genus	2026-08-26	
de:zoll:_:genus	data/de_nouns.csv	Zoll|_|genus	2026-08-26	
de:zug:_:genus	data/de_nouns.csv	Zug|_|genus	2026-08-26	
de:abfahren:praes.1sg:produce	data/de_verbs.csv	abfahren|praes.1sg|produce	2026-08-26	
de:abfahren:praes.2sg:produce	data/de_verbs.csv	abfahren|praes.2sg|produce	2026-08-26	
de:abfahren:praes.3sg:produce	data/de_verbs.csv	abfahren|praes.3sg|produce	2026-08-26	
de:abfahren:praes.1pl:produce	data/de_verbs.csv	abfahren|praes.1pl|produce	2026-08-26	
de:abfahren:praes.2pl:produce	data/de_verbs.csv	abfahren|praes.2pl|produce	2026-08-26	
de:abfliegen:praes.1sg:produce	data/de_verbs.csv	abfliegen|praes.1sg|produce	2026-08-26	
de:abfliegen:praes.2sg:produce	data/de_verbs.csv	abfliegen|praes.2sg|produce	2026-08-26	
de:abfliegen:praes.3sg:produce	data/de_verbs.csv	abfliegen|praes.3sg|produce	2026-08-26	
de:abfliegen:praes.1pl:produce	data/de_verbs.csv	abfliegen|praes.1pl|produce	2026-08-26	
de:abfliegen:praes.2pl:produce	data/de_verbs.csv	abfliegen|praes.2pl|produce	2026-08-26	
de:abgeben:praes.1sg:produce	data/de_verbs.csv	abgeben|praes.1sg|produce	2026-08-26	
de:abgeben:praes.2sg:produce	data/de_verbs.csv	abgeben|praes.2sg|produce	2026-08-26	
de:abgeben:praes.3sg:produce	data/de_verbs.csv	abgeben|praes.3sg|produce	2026-08-26	
de:abgeben:praes.1pl:produce	data/de_verbs.csv	abgeben|praes.1pl|produce	2026-08-26	
de:abgeben:praes.2pl:produce	data/de_verbs.csv	abgeben|praes.2pl|produce	2026-08-26	
de:abholen:praes.1sg:produce	data/de_verbs.csv	abholen|praes.1sg|produce	2026-08-26	
de:abholen:praes.2sg:produce	data/de_verbs.csv	abholen|praes.2sg|produce	2026-08-26	
de:abholen:praes.3sg:produce	data/de_verbs.csv	abholen|praes.3sg|produce	2026-08-26	
de:abholen:praes.1pl:produce	data/de_verbs.csv	abholen|praes.1pl|produce	2026-08-26	
de:abholen:praes.2pl:produce	data/de_verbs.csv	abholen|praes.2pl|produce	2026-08-26	
de:anbieten:praes.1sg:produce	data/de_verbs.csv	anbieten|praes.1sg|produce	2026-08-26	
de:anbieten:praes.2sg:produce	data/de_verbs.csv	anbieten|praes.2sg|produce	2026-08-26	
de:anbieten:praes.3sg:produce	data/de_verbs.csv	anbieten|praes.3sg|produce	2026-08-26	
de:anbieten:praes.1pl:produce	data/de_verbs.csv	anbieten|praes.1pl|produce	2026-08-26	
de:anbieten:praes.2pl:produce	data/de_verbs.csv	anbieten|praes.2pl|produce	2026-08-26	
de:anfangen:praes.1sg:produce	data/de_verbs.csv	anfangen|praes.1sg|produce	2026-08-26	
de:anfangen:praes.2sg:produce	data/de_verbs.csv	anfangen|praes.2sg|produce	2026-08-26	
de:anfangen:praes.3sg:produce	data/de_verbs.csv	anfangen|praes.3sg|produce	2026-08-26	
de:anfangen:praes.1pl:produce	data/de_verbs.csv	anfangen|praes.1pl|produce	2026-08-26	
de:anfangen:praes.2pl:produce	data/de_verbs.csv	anfangen|praes.2pl|produce	2026-08-26	
de:anklicken:praes.1sg:produce	data/de_verbs.csv	anklicken|praes.1sg|produce	2026-08-26	
de:anklicken:praes.2sg:produce	data/de_verbs.csv	anklicken|praes.2sg|produce	2026-08-26	
de:anklicken:praes.3sg:produce	data/de_verbs.csv	anklicken|praes.3sg|produce	2026-08-26	
de:anklicken:praes.1pl:produce	data/de_verbs.csv	anklicken|praes.1pl|produce	2026-08-26	
de:anklicken:praes.2pl:produce	data/de_verbs.csv	anklicken|praes.2pl|produce	2026-08-26	
de:ankommen:praes.1sg:produce	data/de_verbs.csv	ankommen|praes.1sg|produce	2026-08-26	
de:ankommen:praes.2sg:produce	data/de_verbs.csv	ankommen|praes.2sg|produce	2026-08-26	
de:ankommen:praes.3sg:produce	data/de_verbs.csv	ankommen|praes.3sg|produce	2026-08-26	
de:ankommen:praes.1pl:produce	data/de_verbs.csv	ankommen|praes.1pl|produce	2026-08-26	
de:ankommen:praes.2pl:produce	data/de_verbs.csv	ankommen|praes.2pl|produce	2026-08-26	
de:ankreuzen:praes.1sg:produce	data/de_verbs.csv	ankreuzen|praes.1sg|produce	2026-08-26	
de:ankreuzen:praes.2sg:produce	data/de_verbs.csv	ankreuzen|praes.2sg|produce	2026-08-26	
de:ankreuzen:praes.3sg:produce	data/de_verbs.csv	ankreuzen|praes.3sg|produce	2026-08-26	
de:ankreuzen:praes.1pl:produce	data/de_verbs.csv	ankreuzen|praes.1pl|produce	2026-08-26	
de:ankreuzen:praes.2pl:produce	data/de_verbs.csv	ankreuzen|praes.2pl|produce	2026-08-26	
de:anmachen:praes.1sg:produce	data/de_verbs.csv	anmachen|praes.1sg|produce	2026-08-26	
de:anmachen:praes.2sg:produce	data/de_verbs.csv	anmachen|praes.2sg|produce	2026-08-26	
de:anmachen:praes.3sg:produce	data/de_verbs.csv	anmachen|praes.3sg|produce	2026-08-26	
de:anmachen:praes.1pl:produce	data/de_verbs.csv	anmachen|praes.1pl|produce	2026-08-26	
de:anmachen:praes.2pl:produce	data/de_verbs.csv	anmachen|praes.2pl|produce	2026-08-26	
de:anrufen:praes.1sg:produce	data/de_verbs.csv	anrufen|praes.1sg|produce	2026-08-26	
de:anrufen:praes.2sg:produce	data/de_verbs.csv	anrufen|praes.2sg|produce	2026-08-26	
de:anrufen:praes.3sg:produce	data/de_verbs.csv	anrufen|praes.3sg|produce	2026-08-26	
de:anrufen:praes.1pl:produce	data/de_verbs.csv	anrufen|praes.1pl|produce	2026-08-26	
de:anrufen:praes.2pl:produce	data/de_verbs.csv	anrufen|praes.2pl|produce	2026-08-26	
de:antworten:praes.1sg:produce	data/de_verbs.csv	antworten|praes.1sg|produce	2026-08-26	
de:antworten:praes.2sg:produce	data/de_verbs.csv	antworten|praes.2sg|produce	2026-08-26	
de:antworten:praes.3sg:produce	data/de_verbs.csv	antworten|praes.3sg|produce	2026-08-26	
de:antworten:praes.1pl:produce	data/de_verbs.csv	antworten|praes.1pl|produce	2026-08-26	
de:antworten:praes.2pl:produce	data/de_verbs.csv	antworten|praes.2pl|produce	2026-08-26	
de:arbeiten:praes.1sg:produce	data/de_verbs.csv	arbeiten|praes.1sg|produce	2026-08-26	
de:arbeiten:praes.2sg:produce	data/de_verbs.csv	arbeiten|praes.2sg|produce	2026-08-26	
de:arbeiten:praes.3sg:produce	data/de_verbs.csv	arbeiten|praes.3sg|produce	2026-08-26	
de:arbeiten:praes.1pl:produce	data/de_verbs.csv	arbeiten|praes.1pl|produce	2026-08-26	
de:arbeiten:praes.2pl:produce	data/de_verbs.csv	arbeiten|praes.2pl|produce	2026-08-26	
de:aufhoeren:praes.1sg:produce	data/de_verbs.csv	aufhören|praes.1sg|produce	2026-08-26	
de:aufhoeren:praes.2sg:produce	data/de_verbs.csv	aufhören|praes.2sg|produce	2026-08-26	
de:aufhoeren:praes.3sg:produce	data/de_verbs.csv	aufhören|praes.3sg|produce	2026-08-26	
de:aufhoeren:praes.1pl:produce	data/de_verbs.csv	aufhören|praes.1pl|produce	2026-08-26	
de:aufhoeren:praes.2pl:produce	data/de_verbs.csv	aufhören|praes.2pl|produce	2026-08-26	
de:aufstehen:praes.1sg:produce	data/de_verbs.csv	aufstehen|praes.1sg|produce	2026-08-26	
de:aufstehen:praes.2sg:produce	data/de_verbs.csv	aufstehen|praes.2sg|produce	2026-08-26	
de:aufstehen:praes.3sg:produce	data/de_verbs.csv	aufstehen|praes.3sg|produce	2026-08-26	
de:aufstehen:praes.1pl:produce	data/de_verbs.csv	aufstehen|praes.1pl|produce	2026-08-26	
de:aufstehen:praes.2pl:produce	data/de_verbs.csv	aufstehen|praes.2pl|produce	2026-08-26	
de:ausfuellen:praes.1sg:produce	data/de_verbs.csv	ausfüllen|praes.1sg|produce	2026-08-26	
de:ausfuellen:praes.2sg:produce	data/de_verbs.csv	ausfüllen|praes.2sg|produce	2026-08-26	
de:ausfuellen:praes.3sg:produce	data/de_verbs.csv	ausfüllen|praes.3sg|produce	2026-08-26	
de:ausfuellen:praes.1pl:produce	data/de_verbs.csv	ausfüllen|praes.1pl|produce	2026-08-26	
de:ausfuellen:praes.2pl:produce	data/de_verbs.csv	ausfüllen|praes.2pl|produce	2026-08-26	
de:ausmachen:praes.1sg:produce	data/de_verbs.csv	ausmachen|praes.1sg|produce	2026-08-26	
de:ausmachen:praes.2sg:produce	data/de_verbs.csv	ausmachen|praes.2sg|produce	2026-08-26	
de:ausmachen:praes.3sg:produce	data/de_verbs.csv	ausmachen|praes.3sg|produce	2026-08-26	
de:ausmachen:praes.1pl:produce	data/de_verbs.csv	ausmachen|praes.1pl|produce	2026-08-26	
de:ausmachen:praes.2pl:produce	data/de_verbs.csv	ausmachen|praes.2pl|produce	2026-08-26	
de:aussehen:praes.1sg:produce	data/de_verbs.csv	aussehen|praes.1sg|produce	2026-08-26	
de:aussehen:praes.2sg:produce	data/de_verbs.csv	aussehen|praes.2sg|produce	2026-08-26	
de:aussehen:praes.3sg:produce	data/de_verbs.csv	aussehen|praes.3sg|produce	2026-08-26	
de:aussehen:praes.1pl:produce	data/de_verbs.csv	aussehen|praes.1pl|produce	2026-08-26	
de:aussehen:praes.2pl:produce	data/de_verbs.csv	aussehen|praes.2pl|produce	2026-08-26	
de:aussteigen:praes.1sg:produce	data/de_verbs.csv	aussteigen|praes.1sg|produce	2026-08-26	
de:aussteigen:praes.2sg:produce	data/de_verbs.csv	aussteigen|praes.2sg|produce	2026-08-26	
de:aussteigen:praes.3sg:produce	data/de_verbs.csv	aussteigen|praes.3sg|produce	2026-08-26	
de:aussteigen:praes.1pl:produce	data/de_verbs.csv	aussteigen|praes.1pl|produce	2026-08-26	
de:aussteigen:praes.2pl:produce	data/de_verbs.csv	aussteigen|praes.2pl|produce	2026-08-26	
de:baden:praes.1sg:produce	data/de_verbs.csv	baden|praes.1sg|produce	2026-08-26	
de:baden:praes.2sg:produce	data/de_verbs.csv	baden|praes.2sg|produce	2026-08-26	
de:baden:praes.3sg:produce	data/de_verbs.csv	baden|praes.3sg|produce	2026-08-26	
de:baden:praes.1pl:produce	data/de_verbs.csv	baden|praes.1pl|produce	2026-08-26	
de:baden:praes.2pl:produce	data/de_verbs.csv	baden|praes.2pl|produce	2026-08-26	
de:bedeuten:praes.1sg:produce	data/de_verbs.csv	bedeuten|praes.1sg|produce	2026-08-26	
de:bedeuten:praes.2sg:produce	data/de_verbs.csv	bedeuten|praes.2sg|produce	2026-08-26	
de:bedeuten:praes.3sg:produce	data/de_verbs.csv	bedeuten|praes.3sg|produce	2026-08-26	
de:bedeuten:praes.1pl:produce	data/de_verbs.csv	bedeuten|praes.1pl|produce	2026-08-26	
de:bedeuten:praes.2pl:produce	data/de_verbs.csv	bedeuten|praes.2pl|produce	2026-08-26	
de:beginnen:praes.1sg:produce	data/de_verbs.csv	beginnen|praes.1sg|produce	2026-08-26	
de:beginnen:praes.2sg:produce	data/de_verbs.csv	beginnen|praes.2sg|produce	2026-08-26	
de:beginnen:praes.3sg:produce	data/de_verbs.csv	beginnen|praes.3sg|produce	2026-08-26	
de:beginnen:praes.1pl:produce	data/de_verbs.csv	beginnen|praes.1pl|produce	2026-08-26	
de:beginnen:praes.2pl:produce	data/de_verbs.csv	beginnen|praes.2pl|produce	2026-08-26	
de:bekommen:praes.1sg:produce	data/de_verbs.csv	bekommen|praes.1sg|produce	2026-08-26	
de:bekommen:praes.2sg:produce	data/de_verbs.csv	bekommen|praes.2sg|produce	2026-08-26	
de:bekommen:praes.3sg:produce	data/de_verbs.csv	bekommen|praes.3sg|produce	2026-08-26	
de:bekommen:praes.1pl:produce	data/de_verbs.csv	bekommen|praes.1pl|produce	2026-08-26	
de:bekommen:praes.2pl:produce	data/de_verbs.csv	bekommen|praes.2pl|produce	2026-08-26	
de:benutzen:praes.1sg:produce	data/de_verbs.csv	benutzen|praes.1sg|produce	2026-08-26	
de:benutzen:praes.2sg:produce	data/de_verbs.csv	benutzen|praes.2sg|produce	2026-08-26	
de:benutzen:praes.3sg:produce	data/de_verbs.csv	benutzen|praes.3sg|produce	2026-08-26	
de:benutzen:praes.1pl:produce	data/de_verbs.csv	benutzen|praes.1pl|produce	2026-08-26	
de:benutzen:praes.2pl:produce	data/de_verbs.csv	benutzen|praes.2pl|produce	2026-08-26	
de:besichtigen:praes.1sg:produce	data/de_verbs.csv	besichtigen|praes.1sg|produce	2026-08-26	
de:besichtigen:praes.2sg:produce	data/de_verbs.csv	besichtigen|praes.2sg|produce	2026-08-26	
de:besichtigen:praes.3sg:produce	data/de_verbs.csv	besichtigen|praes.3sg|produce	2026-08-26	
de:besichtigen:praes.1pl:produce	data/de_verbs.csv	besichtigen|praes.1pl|produce	2026-08-26	
de:besichtigen:praes.2pl:produce	data/de_verbs.csv	besichtigen|praes.2pl|produce	2026-08-26	
de:bestellen:praes.1sg:produce	data/de_verbs.csv	bestellen|praes.1sg|produce	2026-08-26	
de:bestellen:praes.2sg:produce	data/de_verbs.csv	bestellen|praes.2sg|produce	2026-08-26	
de:bestellen:praes.3sg:produce	data/de_verbs.csv	bestellen|praes.3sg|produce	2026-08-26	
de:bestellen:praes.1pl:produce	data/de_verbs.csv	bestellen|praes.1pl|produce	2026-08-26	
de:bestellen:praes.2pl:produce	data/de_verbs.csv	bestellen|praes.2pl|produce	2026-08-26	
de:besuchen:praes.1sg:produce	data/de_verbs.csv	besuchen|praes.1sg|produce	2026-08-26	
de:besuchen:praes.2sg:produce	data/de_verbs.csv	besuchen|praes.2sg|produce	2026-08-26	
de:besuchen:praes.3sg:produce	data/de_verbs.csv	besuchen|praes.3sg|produce	2026-08-26	
de:besuchen:praes.1pl:produce	data/de_verbs.csv	besuchen|praes.1pl|produce	2026-08-26	
de:besuchen:praes.2pl:produce	data/de_verbs.csv	besuchen|praes.2pl|produce	2026-08-26	
de:bezahlen:praes.1sg:produce	data/de_verbs.csv	bezahlen|praes.1sg|produce	2026-08-26	
de:bezahlen:praes.2sg:produce	data/de_verbs.csv	bezahlen|praes.2sg|produce	2026-08-26	
de:bezahlen:praes.3sg:produce	data/de_verbs.csv	bezahlen|praes.3sg|produce	2026-08-26	
de:bezahlen:praes.1pl:produce	data/de_verbs.csv	bezahlen|praes.1pl|produce	2026-08-26	
de:bezahlen:praes.2pl:produce	data/de_verbs.csv	bezahlen|praes.2pl|produce	2026-08-26	
de:bitten:praes.1sg:produce	data/de_verbs.csv	bitten|praes.1sg|produce	2026-08-26	
de:bitten:praes.2sg:produce	data/de_verbs.csv	bitten|praes.2sg|produce	2026-08-26	
de:bitten:praes.3sg:produce	data/de_verbs.csv	bitten|praes.3sg|produce	2026-08-26	
de:bitten:praes.1pl:produce	data/de_verbs.csv	bitten|praes.1pl|produce	2026-08-26	
de:bitten:praes.2pl:produce	data/de_verbs.csv	bitten|praes.2pl|produce	2026-08-26	
de:bleiben:praes.1sg:produce	data/de_verbs.csv	bleiben|praes.1sg|produce	2026-08-26	
de:bleiben:praes.2sg:produce	data/de_verbs.csv	bleiben|praes.2sg|produce	2026-08-26	
de:bleiben:praes.3sg:produce	data/de_verbs.csv	bleiben|praes.3sg|produce	2026-08-26	
de:bleiben:praes.1pl:produce	data/de_verbs.csv	bleiben|praes.1pl|produce	2026-08-26	
de:bleiben:praes.2pl:produce	data/de_verbs.csv	bleiben|praes.2pl|produce	2026-08-26	
de:brauchen:praes.1sg:produce	data/de_verbs.csv	brauchen|praes.1sg|produce	2026-08-26	
de:brauchen:praes.2sg:produce	data/de_verbs.csv	brauchen|praes.2sg|produce	2026-08-26	
de:brauchen:praes.3sg:produce	data/de_verbs.csv	brauchen|praes.3sg|produce	2026-08-26	
de:brauchen:praes.1pl:produce	data/de_verbs.csv	brauchen|praes.1pl|produce	2026-08-26	
de:brauchen:praes.2pl:produce	data/de_verbs.csv	brauchen|praes.2pl|produce	2026-08-26	
de:bringen:praes.1sg:produce	data/de_verbs.csv	bringen|praes.1sg|produce	2026-08-26	
de:bringen:praes.2sg:produce	data/de_verbs.csv	bringen|praes.2sg|produce	2026-08-26	
de:bringen:praes.3sg:produce	data/de_verbs.csv	bringen|praes.3sg|produce	2026-08-26	
de:bringen:praes.1pl:produce	data/de_verbs.csv	bringen|praes.1pl|produce	2026-08-26	
de:bringen:praes.2pl:produce	data/de_verbs.csv	bringen|praes.2pl|produce	2026-08-26	
de:buchstabieren:praes.1sg:produce	data/de_verbs.csv	buchstabieren|praes.1sg|produce	2026-08-26	
de:buchstabieren:praes.2sg:produce	data/de_verbs.csv	buchstabieren|praes.2sg|produce	2026-08-26	
de:buchstabieren:praes.3sg:produce	data/de_verbs.csv	buchstabieren|praes.3sg|produce	2026-08-26	
de:buchstabieren:praes.1pl:produce	data/de_verbs.csv	buchstabieren|praes.1pl|produce	2026-08-26	
de:buchstabieren:praes.2pl:produce	data/de_verbs.csv	buchstabieren|praes.2pl|produce	2026-08-26	
de:danken:praes.1sg:produce	data/de_verbs.csv	danken|praes.1sg|produce	2026-08-26	
de:danken:praes.2sg:produce	data/de_verbs.csv	danken|praes.2sg|produce	2026-08-26	
de:danken:praes.3sg:produce	data/de_verbs.csv	danken|praes.3sg|produce	2026-08-26	
de:danken:praes.1pl:produce	data/de_verbs.csv	danken|praes.1pl|produce	2026-08-26	
de:danken:praes.2pl:produce	data/de_verbs.csv	danken|praes.2pl|produce	2026-08-26	
de:dauern:praes.1sg:produce	data/de_verbs.csv	dauern|praes.1sg|produce	2026-08-26	
de:dauern:praes.2sg:produce	data/de_verbs.csv	dauern|praes.2sg|produce	2026-08-26	
de:dauern:praes.3sg:produce	data/de_verbs.csv	dauern|praes.3sg|produce	2026-08-26	
de:dauern:praes.1pl:produce	data/de_verbs.csv	dauern|praes.1pl|produce	2026-08-26	
de:dauern:praes.2pl:produce	data/de_verbs.csv	dauern|praes.2pl|produce	2026-08-26	
de:drucken:praes.1sg:produce	data/de_verbs.csv	drucken|praes.1sg|produce	2026-08-26	
de:drucken:praes.2sg:produce	data/de_verbs.csv	drucken|praes.2sg|produce	2026-08-26	
de:drucken:praes.3sg:produce	data/de_verbs.csv	drucken|praes.3sg|produce	2026-08-26	
de:drucken:praes.1pl:produce	data/de_verbs.csv	drucken|praes.1pl|produce	2026-08-26	
de:drucken:praes.2pl:produce	data/de_verbs.csv	drucken|praes.2pl|produce	2026-08-26	
de:druecken:praes.1sg:produce	data/de_verbs.csv	drücken|praes.1sg|produce	2026-08-26	
de:druecken:praes.2sg:produce	data/de_verbs.csv	drücken|praes.2sg|produce	2026-08-26	
de:druecken:praes.3sg:produce	data/de_verbs.csv	drücken|praes.3sg|produce	2026-08-26	
de:druecken:praes.1pl:produce	data/de_verbs.csv	drücken|praes.1pl|produce	2026-08-26	
de:druecken:praes.2pl:produce	data/de_verbs.csv	drücken|praes.2pl|produce	2026-08-26	
de:duerfen:praes.1sg:produce	data/de_verbs.csv	dürfen|praes.1sg|produce	2026-08-26	
de:duerfen:praes.2sg:produce	data/de_verbs.csv	dürfen|praes.2sg|produce	2026-08-26	
de:duerfen:praes.3sg:produce	data/de_verbs.csv	dürfen|praes.3sg|produce	2026-08-26	
de:duerfen:praes.1pl:produce	data/de_verbs.csv	dürfen|praes.1pl|produce	2026-08-26	
de:duerfen:praes.2pl:produce	data/de_verbs.csv	dürfen|praes.2pl|produce	2026-08-26	
de:einkaufen:praes.1sg:produce	data/de_verbs.csv	einkaufen|praes.1sg|produce	2026-08-26	
de:einkaufen:praes.2sg:produce	data/de_verbs.csv	einkaufen|praes.2sg|produce	2026-08-26	
de:einkaufen:praes.3sg:produce	data/de_verbs.csv	einkaufen|praes.3sg|produce	2026-08-26	
de:einkaufen:praes.1pl:produce	data/de_verbs.csv	einkaufen|praes.1pl|produce	2026-08-26	
de:einkaufen:praes.2pl:produce	data/de_verbs.csv	einkaufen|praes.2pl|produce	2026-08-26	
de:einladen:praes.1sg:produce	data/de_verbs.csv	einladen|praes.1sg|produce	2026-08-26	
de:einladen:praes.2sg:produce	data/de_verbs.csv	einladen|praes.2sg|produce	2026-08-26	
de:einladen:praes.3sg:produce	data/de_verbs.csv	einladen|praes.3sg|produce	2026-08-26	
de:einladen:praes.1pl:produce	data/de_verbs.csv	einladen|praes.1pl|produce	2026-08-26	
de:einladen:praes.2pl:produce	data/de_verbs.csv	einladen|praes.2pl|produce	2026-08-26	
de:einsteigen:praes.1sg:produce	data/de_verbs.csv	einsteigen|praes.1sg|produce	2026-08-26	
de:einsteigen:praes.2sg:produce	data/de_verbs.csv	einsteigen|praes.2sg|produce	2026-08-26	
de:einsteigen:praes.3sg:produce	data/de_verbs.csv	einsteigen|praes.3sg|produce	2026-08-26	
de:einsteigen:praes.1pl:produce	data/de_verbs.csv	einsteigen|praes.1pl|produce	2026-08-26	
de:einsteigen:praes.2pl:produce	data/de_verbs.csv	einsteigen|praes.2pl|produce	2026-08-26	
de:empfehlen:praes.1sg:produce	data/de_verbs.csv	empfehlen|praes.1sg|produce	2026-08-26	
de:empfehlen:praes.2sg:produce	data/de_verbs.csv	empfehlen|praes.2sg|produce	2026-08-26	
de:empfehlen:praes.3sg:produce	data/de_verbs.csv	empfehlen|praes.3sg|produce	2026-08-26	
de:empfehlen:praes.1pl:produce	data/de_verbs.csv	empfehlen|praes.1pl|produce	2026-08-26	
de:empfehlen:praes.2pl:produce	data/de_verbs.csv	empfehlen|praes.2pl|produce	2026-08-26	
de:enden:praes.1sg:produce	data/de_verbs.csv	enden|praes.1sg|produce	2026-08-26	
de:enden:praes.2sg:produce	data/de_verbs.csv	enden|praes.2sg|produce	2026-08-26	
de:enden:praes.3sg:produce	data/de_verbs.csv	enden|praes.3sg|produce	2026-08-26	
de:enden:praes.1pl:produce	data/de_verbs.csv	enden|praes.1pl|produce	2026-08-26	
de:enden:praes.2pl:produce	data/de_verbs.csv	enden|praes.2pl|produce	2026-08-26	
de:entschuldigen:praes.1sg:produce	data/de_verbs.csv	entschuldigen|praes.1sg|produce	2026-08-26	
de:entschuldigen:praes.2sg:produce	data/de_verbs.csv	entschuldigen|praes.2sg|produce	2026-08-26	
de:entschuldigen:praes.3sg:produce	data/de_verbs.csv	entschuldigen|praes.3sg|produce	2026-08-26	
de:entschuldigen:praes.1pl:produce	data/de_verbs.csv	entschuldigen|praes.1pl|produce	2026-08-26	
de:entschuldigen:praes.2pl:produce	data/de_verbs.csv	entschuldigen|praes.2pl|produce	2026-08-26	
de:erklaeren:praes.1sg:produce	data/de_verbs.csv	erklären|praes.1sg|produce	2026-08-26	
de:erklaeren:praes.2sg:produce	data/de_verbs.csv	erklären|praes.2sg|produce	2026-08-26	
de:erklaeren:praes.3sg:produce	data/de_verbs.csv	erklären|praes.3sg|produce	2026-08-26	
de:erklaeren:praes.1pl:produce	data/de_verbs.csv	erklären|praes.1pl|produce	2026-08-26	
de:erklaeren:praes.2pl:produce	data/de_verbs.csv	erklären|praes.2pl|produce	2026-08-26	
de:erlauben:praes.1sg:produce	data/de_verbs.csv	erlauben|praes.1sg|produce	2026-08-26	
de:erlauben:praes.2sg:produce	data/de_verbs.csv	erlauben|praes.2sg|produce	2026-08-26	
de:erlauben:praes.3sg:produce	data/de_verbs.csv	erlauben|praes.3sg|produce	2026-08-26	
de:erlauben:praes.1pl:produce	data/de_verbs.csv	erlauben|praes.1pl|produce	2026-08-26	
de:erlauben:praes.2pl:produce	data/de_verbs.csv	erlauben|praes.2pl|produce	2026-08-26	
de:erzaehlen:praes.1sg:produce	data/de_verbs.csv	erzählen|praes.1sg|produce	2026-08-26	
de:erzaehlen:praes.2sg:produce	data/de_verbs.csv	erzählen|praes.2sg|produce	2026-08-26	
de:erzaehlen:praes.3sg:produce	data/de_verbs.csv	erzählen|praes.3sg|produce	2026-08-26	
